tipo,classe,local,internados,data_atualizacao,lat,long,semana_epidemiologica,leitos_total,leitos_disponiveis,lotacao,leitos_covid
emergencia,adulto,HCPA,40,2020-06-03,-30.038435,-51.206637,23,41,1,0.975609756097561,NA
emergencia,adulto,Hospital Conceição,16,2020-06-03,-30.01587,-51.158236,23,64,48,0.25,NA
emergencia,adulto,Instituto de Cardiologia,24,2020-06-03,-30.049092,-51.20903,23,21,-3,1.1428571428571428,NA
emergencia,adulto,Hospital Santa Casa,18,2020-06-03,-30.030803,-51.221512,23,24,6,0.75,NA
emergencia,adulto,Hospital São Lucas,9,2020-06-03,-30.055122,-51.173819,23,17,8,0.5294117647058824,NA
emergencia,adulto,Hospital Restinga,9,2020-06-03,-30.142524,-51.128803,23,18,9,0.5,NA
emergencia,adulto,Hospital Vila Nova,4,2020-06-03,-30.119308,-51.207744,23,26,22,0.15384615384615385,NA
emergencia,adulto,PA Bom Jesus,8,2020-06-03,-30.043194,-51.153916,23,7,-1,1.1428571428571428,NA
emergencia,adulto,PA Cruzeiro do Sul,15,2020-06-03,-30.069603,-51.216537,23,12,-3,1.25,NA
emergencia,adulto,PA Lomba do Pinheiro,6,2020-06-03,-30.110731,-51.110188,23,9,3,0.6666666666666666,NA
emergencia,adulto,UPA Zona Norte,14,2020-06-03,-30.009546,-51.146056,23,17,3,0.8235294117647058,NA
emergencia,pediatrico,HCPA,3,2020-06-03,-30.038435,-51.206637,23,9,6,0.3333333333333333,NA
emergencia,pediatrico,Hospital Conceição,4,2020-06-03,-30.01587,-51.158236,23,16,12,0.25,NA
emergencia,pediatrico,Hospital Santa Casa,0,2020-06-03,-30.030803,-51.221512,23,11,11,0,NA
emergencia,pediatrico,Hospital São Lucas,0,2020-06-03,-30.055122,-51.173819,23,4,4,0,NA
emergencia,pediatrico,HMIPV,1,2020-06-03,-30.029525,-51.214865,23,8,7,0.125,NA
emergencia,pediatrico,Hospital Restinga,0,2020-06-03,-30.142524,-51.128803,23,6,6,0,NA
emergencia,pediatrico,PA Bom Jesus,0,2020-06-03,-30.043194,-51.153916,23,5,5,0,NA
emergencia,pediatrico,PA Cruzeiro do Sul,2,2020-06-03,-30.069603,-51.216537,23,9,7,0.2222222222222222,NA
emergencia,pediatrico,PA Lomba do Pinheiro,0,2020-06-03,-30.110731,-51.110188,23,4,4,0,NA
uti,adulto,Hospital Conceição,60,2020-06-03,-30.01587,-51.158236,23,69,9,0.8695652173913043,13
uti,adulto,HCPA,84,2020-06-03,-30.038435,-51.206637,23,112,28,0.75,20
uti,adulto,Hospital Santa Casa,77,2020-06-03,-30.030803,-51.221512,23,87,10,0.8850574712643678,2
uti,adulto,Hospital São Lucas,47,2020-06-03,-30.055122,-51.173819,23,59,12,0.7966101694915254,2
uti,adulto,Hospital Cristo Redentor,26,2020-06-03,-30.010102,-51.15926,23,47,21,0.5531914893617021,0
uti,adulto,Hospital Moinhos de Vento,53,2020-06-03,-30.02552,-51.20842,23,56,3,0.9464285714285714,4
uti,adulto,Hospital Ernesto Dornelles,28,2020-06-03,-30.047509,-51.212131,23,40,12,0.7,5
uti,adulto,Hospital Vila Nova,17,2020-06-03,-30.119308,-51.207744,23,20,3,0.85,0
uti,adulto,HPS,17,2020-06-03,-30.036874,-51.209282,23,20,3,0.85,0
uti,adulto,HospitaL Independência,9,2020-06-03,-30.061051,-51.149073,23,10,1,0.9,0
uti,adulto,Hospital Femina,3,2020-06-03,-30.029239,-51.206848,23,4,1,0.75,0
uti,adulto,Hospital Divina Providência,16,2020-06-03,-30.084428,-51.18839,23,20,4,0.8,1
uti,adulto,Hospital Restinga,10,2020-06-03,-30.142524,-51.128803,23,10,0,1,0
uti,adulto,Hospital Santa Ana,4,2020-06-03,-30.086664,-51.20689,23,10,6,0.4,0
uti,adulto,Hospital Mãe de Deus,37,2020-06-03,-30.058845,-51.228945,23,55,18,0.6727272727272727,0
uti,adulto,Hospital Porto Alegre,2,2020-06-03,-30.04475,-51.21856,23,7,5,0.2857142857142857,0
uti,pediatrico,Hospital Santa Casa,34,2020-06-03,-30.030803,-51.221512,23,37,3,0.918918918918919,0
uti,pediatrico,HCPA,11,2020-06-03,-30.038435,-51.206637,23,13,2,0.8461538461538461,0
uti,pediatrico,HPS,6,2020-06-03,-30.036874,-51.209282,23,8,2,0.75,0
uti,pediatrico,Hospital Moinhos de Vento,4,2020-06-03,-30.02552,-51.20842,23,11,7,0.36363636363636365,0
uti,pediatrico,Hospital Conceição,6,2020-06-03,-30.01587,-51.158236,23,18,12,0.3333333333333333,0
uti,pediatrico,HMIPV,4,2020-06-03,-30.029525,-51.214865,23,12,8,0.3333333333333333,0
emergencia,adulto,HCPA,42,2020-06-04,-30.038435,-51.206637,23,41,-1,1.024390243902439,NA
emergencia,adulto,Hospital Conceição,31,2020-06-04,-30.01587,-51.158236,23,64,33,0.484375,NA
emergencia,adulto,Instituto de Cardiologia,26,2020-06-04,-30.049092,-51.20903,23,21,-5,1.2380952380952381,NA
emergencia,adulto,Hospital Santa Casa,31,2020-06-04,-30.030803,-51.221512,23,24,-7,1.2916666666666667,NA
emergencia,adulto,Hospital São Lucas,8,2020-06-04,-30.055122,-51.173819,23,17,9,0.47058823529411764,NA
emergencia,adulto,Hospital Restinga,12,2020-06-04,-30.142524,-51.128803,23,18,6,0.6666666666666666,NA
emergencia,adulto,Hospital Vila Nova,7,2020-06-04,-30.119308,-51.207744,23,26,19,0.2692307692307692,NA
emergencia,adulto,PA Bom Jesus,9,2020-06-04,-30.043194,-51.153916,23,7,-2,1.2857142857142858,NA
emergencia,adulto,PA Cruzeiro do Sul,11,2020-06-04,-30.069603,-51.216537,23,12,1,0.9166666666666666,NA
emergencia,adulto,PA Lomba do Pinheiro,6,2020-06-04,-30.110731,-51.110188,23,9,3,0.6666666666666666,NA
emergencia,adulto,UPA Zona Norte,13,2020-06-04,-30.009546,-51.146056,23,17,4,0.7647058823529411,NA
emergencia,pediatrico,HCPA,4,2020-06-04,-30.038435,-51.206637,23,9,5,0.4444444444444444,NA
emergencia,pediatrico,Hospital Conceição,7,2020-06-04,-30.01587,-51.158236,23,16,9,0.4375,NA
emergencia,pediatrico,Hospital Santa Casa,1,2020-06-04,-30.030803,-51.221512,23,11,10,0.09090909090909091,NA
emergencia,pediatrico,Hospital São Lucas,0,2020-06-04,-30.055122,-51.173819,23,4,4,0,NA
emergencia,pediatrico,HMIPV,2,2020-06-04,-30.029525,-51.214865,23,8,6,0.25,NA
emergencia,pediatrico,Hospital Restinga,0,2020-06-04,-30.142524,-51.128803,23,6,6,0,NA
emergencia,pediatrico,PA Bom Jesus,1,2020-06-04,-30.043194,-51.153916,23,5,4,0.2,NA
emergencia,pediatrico,PA Cruzeiro do Sul,2,2020-06-04,-30.069603,-51.216537,23,9,7,0.2222222222222222,NA
emergencia,pediatrico,PA Lomba do Pinheiro,0,2020-06-04,-30.110731,-51.110188,23,4,4,0,NA
uti,adulto,Hospital Conceição,61,2020-06-04,-30.01587,-51.158236,23,69,8,0.8840579710144928,13
uti,adulto,HCPA,76,2020-06-04,-30.038435,-51.206637,23,112,36,0.6785714285714286,17
uti,adulto,Hospital Santa Casa,75,2020-06-04,-30.030803,-51.221512,23,87,12,0.8620689655172413,2
uti,adulto,Hospital São Lucas,45,2020-06-04,-30.055122,-51.173819,23,59,14,0.7627118644067796,1
uti,adulto,Hospital Cristo Redentor,28,2020-06-04,-30.010102,-51.15926,23,47,19,0.5957446808510638,0
uti,adulto,Hospital Moinhos de Vento,52,2020-06-04,-30.02552,-51.20842,23,56,4,0.9285714285714286,6
uti,adulto,Hospital Ernesto Dornelles,29,2020-06-04,-30.047509,-51.212131,23,40,11,0.725,5
uti,adulto,Hospital Vila Nova,18,2020-06-04,-30.119308,-51.207744,23,20,2,0.9,0
uti,adulto,HPS,18,2020-06-04,-30.036874,-51.209282,23,20,2,0.9,0
uti,adulto,HospitaL Independência,8,2020-06-04,-30.061051,-51.149073,23,10,2,0.8,0
uti,adulto,Hospital Femina,2,2020-06-04,-30.029239,-51.206848,23,4,2,0.5,0
uti,adulto,Hospital Divina Providência,13,2020-06-04,-30.084428,-51.18839,23,20,7,0.65,0
uti,adulto,Hospital Restinga,10,2020-06-04,-30.142524,-51.128803,23,10,0,1,0
uti,adulto,Hospital Santa Ana,7,2020-06-04,-30.086664,-51.20689,23,10,3,0.7,0
uti,adulto,Hospital Mãe de Deus,43,2020-06-04,-30.058845,-51.228945,23,55,12,0.7818181818181819,0
uti,adulto,Hospital Porto Alegre,1,2020-06-04,-30.04475,-51.21856,23,7,6,0.14285714285714285,0
uti,pediatrico,Hospital Santa Casa,34,2020-06-04,-30.030803,-51.221512,23,37,3,0.918918918918919,0
uti,pediatrico,HCPA,9,2020-06-04,-30.038435,-51.206637,23,13,4,0.6923076923076923,0
uti,pediatrico,HPS,6,2020-06-04,-30.036874,-51.209282,23,8,2,0.75,0
uti,pediatrico,Hospital Moinhos de Vento,4,2020-06-04,-30.02552,-51.20842,23,11,7,0.36363636363636365,0
uti,pediatrico,Hospital Conceição,6,2020-06-04,-30.01587,-51.158236,23,18,12,0.3333333333333333,0
uti,pediatrico,HMIPV,4,2020-06-04,-30.029525,-51.214865,23,12,8,0.3333333333333333,0
emergencia,adulto,HCPA,45,2020-06-05,-30.038435,-51.206637,23,41,-4,1.0975609756097562,NA
emergencia,adulto,Hospital Conceição,28,2020-06-05,-30.01587,-51.158236,23,64,36,0.4375,NA
emergencia,adulto,Instituto de Cardiologia,18,2020-06-05,-30.049092,-51.20903,23,21,3,0.8571428571428571,NA
emergencia,adulto,Hospital Santa Casa,14,2020-06-05,-30.030803,-51.221512,23,24,10,0.5833333333333334,NA
emergencia,adulto,Hospital São Lucas,7,2020-06-05,-30.055122,-51.173819,23,17,10,0.4117647058823529,NA
emergencia,adulto,Hospital Restinga,5,2020-06-05,-30.142524,-51.128803,23,18,13,0.2777777777777778,NA
emergencia,adulto,Hospital Vila Nova,5,2020-06-05,-30.119308,-51.207744,23,26,21,0.19230769230769232,NA
emergencia,adulto,PA Bom Jesus,10,2020-06-05,-30.043194,-51.153916,23,7,-3,1.4285714285714286,NA
emergencia,adulto,PA Cruzeiro do Sul,14,2020-06-05,-30.069603,-51.216537,23,12,-2,1.1666666666666667,NA
emergencia,adulto,PA Lomba do Pinheiro,9,2020-06-05,-30.110731,-51.110188,23,9,0,1,NA
emergencia,adulto,UPA Zona Norte,17,2020-06-05,-30.009546,-51.146056,23,17,0,1,NA
emergencia,pediatrico,HCPA,4,2020-06-05,-30.038435,-51.206637,23,9,5,0.4444444444444444,NA
emergencia,pediatrico,Hospital Conceição,6,2020-06-05,-30.01587,-51.158236,23,16,10,0.375,NA
emergencia,pediatrico,Hospital Santa Casa,1,2020-06-05,-30.030803,-51.221512,23,11,10,0.09090909090909091,NA
emergencia,pediatrico,Hospital São Lucas,0,2020-06-05,-30.055122,-51.173819,23,4,4,0,NA
emergencia,pediatrico,HMIPV,4,2020-06-05,-30.029525,-51.214865,23,8,4,0.5,NA
emergencia,pediatrico,Hospital Restinga,0,2020-06-05,-30.142524,-51.128803,23,6,6,0,NA
emergencia,pediatrico,PA Bom Jesus,1,2020-06-05,-30.043194,-51.153916,23,5,4,0.2,NA
emergencia,pediatrico,PA Cruzeiro do Sul,1,2020-06-05,-30.069603,-51.216537,23,9,8,0.1111111111111111,NA
emergencia,pediatrico,PA Lomba do Pinheiro,1,2020-06-05,-30.110731,-51.110188,23,4,3,0.25,NA
uti,adulto,Hospital Conceição,58,2020-06-05,-30.01587,-51.158236,23,69,11,0.8405797101449275,14
uti,adulto,HCPA,76,2020-06-05,-30.038435,-51.206637,23,112,36,0.6785714285714286,17
uti,adulto,Hospital Santa Casa,67,2020-06-05,-30.030803,-51.221512,23,87,20,0.7701149425287356,4
uti,adulto,Hospital São Lucas,46,2020-06-05,-30.055122,-51.173819,23,59,13,0.7796610169491526,1
uti,adulto,Hospital Cristo Redentor,29,2020-06-05,-30.010102,-51.15926,23,47,18,0.6170212765957447,0
uti,adulto,Hospital Moinhos de Vento,51,2020-06-05,-30.02552,-51.20842,23,56,5,0.9107142857142857,5
uti,adulto,Hospital Ernesto Dornelles,28,2020-06-05,-30.047509,-51.212131,23,40,12,0.7,5
uti,adulto,Hospital Vila Nova,19,2020-06-05,-30.119308,-51.207744,23,20,1,0.95,0
uti,adulto,HPS,18,2020-06-05,-30.036874,-51.209282,23,20,2,0.9,0
uti,adulto,HospitaL Independência,9,2020-06-05,-30.061051,-51.149073,23,10,1,0.9,0
uti,adulto,Hospital Femina,2,2020-06-05,-30.029239,-51.206848,23,4,2,0.5,0
uti,adulto,Hospital Divina Providência,15,2020-06-05,-30.084428,-51.18839,23,20,5,0.75,0
uti,adulto,Hospital Restinga,10,2020-06-05,-30.142524,-51.128803,23,10,0,1,0
uti,adulto,Hospital Santa Ana,7,2020-06-05,-30.086664,-51.20689,23,10,3,0.7,0
uti,adulto,Hospital Mãe de Deus,43,2020-06-05,-30.058845,-51.228945,23,55,12,0.7818181818181819,0
uti,adulto,Hospital Porto Alegre,4,2020-06-05,-30.04475,-51.21856,23,7,3,0.5714285714285714,0
uti,pediatrico,Hospital Santa Casa,36,2020-06-05,-30.030803,-51.221512,23,37,1,0.972972972972973,0
uti,pediatrico,HCPA,11,2020-06-05,-30.038435,-51.206637,23,13,2,0.8461538461538461,0
uti,pediatrico,HPS,4,2020-06-05,-30.036874,-51.209282,23,8,4,0.5,0
uti,pediatrico,Hospital Moinhos de Vento,4,2020-06-05,-30.02552,-51.20842,23,11,7,0.36363636363636365,0
uti,pediatrico,Hospital Conceição,8,2020-06-05,-30.01587,-51.158236,23,18,10,0.4444444444444444,0
uti,pediatrico,HMIPV,4,2020-06-05,-30.029525,-51.214865,23,12,8,0.3333333333333333,0
emergencia,adulto,HCPA,45,2020-06-06,-30.038435,-51.206637,23,41,-4,1.0975609756097562,NA
emergencia,adulto,Hospital Conceição,28,2020-06-06,-30.01587,-51.158236,23,64,36,0.4375,NA
emergencia,adulto,Instituto de Cardiologia,18,2020-06-06,-30.049092,-51.20903,23,21,3,0.8571428571428571,NA
emergencia,adulto,Hospital Santa Casa,14,2020-06-06,-30.030803,-51.221512,23,24,10,0.5833333333333334,NA
emergencia,adulto,Hospital São Lucas,7,2020-06-06,-30.055122,-51.173819,23,17,10,0.4117647058823529,NA
emergencia,adulto,Hospital Restinga,5,2020-06-06,-30.142524,-51.128803,23,18,13,0.2777777777777778,NA
emergencia,adulto,Hospital Vila Nova,5,2020-06-06,-30.119308,-51.207744,23,26,21,0.19230769230769232,NA
emergencia,adulto,PA Bom Jesus,10,2020-06-06,-30.043194,-51.153916,23,7,-3,1.4285714285714286,NA
emergencia,adulto,PA Cruzeiro do Sul,14,2020-06-06,-30.069603,-51.216537,23,12,-2,1.1666666666666667,NA
emergencia,adulto,PA Lomba do Pinheiro,9,2020-06-06,-30.110731,-51.110188,23,9,0,1,NA
emergencia,adulto,UPA Zona Norte,17,2020-06-06,-30.009546,-51.146056,23,17,0,1,NA
emergencia,pediatrico,HCPA,4,2020-06-06,-30.038435,-51.206637,23,9,5,0.4444444444444444,NA
emergencia,pediatrico,Hospital Conceição,6,2020-06-06,-30.01587,-51.158236,23,16,10,0.375,NA
emergencia,pediatrico,Hospital Santa Casa,1,2020-06-06,-30.030803,-51.221512,23,11,10,0.09090909090909091,NA
emergencia,pediatrico,Hospital São Lucas,0,2020-06-06,-30.055122,-51.173819,23,4,4,0,NA
emergencia,pediatrico,HMIPV,4,2020-06-06,-30.029525,-51.214865,23,8,4,0.5,NA
emergencia,pediatrico,Hospital Restinga,0,2020-06-06,-30.142524,-51.128803,23,6,6,0,NA
emergencia,pediatrico,PA Bom Jesus,1,2020-06-06,-30.043194,-51.153916,23,5,4,0.2,NA
emergencia,pediatrico,PA Cruzeiro do Sul,1,2020-06-06,-30.069603,-51.216537,23,9,8,0.1111111111111111,NA
emergencia,pediatrico,PA Lomba do Pinheiro,1,2020-06-06,-30.110731,-51.110188,23,4,3,0.25,NA
uti,adulto,Hospital Conceição,58,2020-06-06,-30.01587,-51.158236,23,69,11,0.8405797101449275,14
uti,adulto,HCPA,76,2020-06-06,-30.038435,-51.206637,23,112,36,0.6785714285714286,17
uti,adulto,Hospital Santa Casa,67,2020-06-06,-30.030803,-51.221512,23,87,20,0.7701149425287356,4
uti,adulto,Hospital São Lucas,46,2020-06-06,-30.055122,-51.173819,23,59,13,0.7796610169491526,1
uti,adulto,Hospital Cristo Redentor,29,2020-06-06,-30.010102,-51.15926,23,47,18,0.6170212765957447,0
uti,adulto,Hospital Moinhos de Vento,51,2020-06-06,-30.02552,-51.20842,23,56,5,0.9107142857142857,5
uti,adulto,Hospital Ernesto Dornelles,28,2020-06-06,-30.047509,-51.212131,23,40,12,0.7,5
uti,adulto,Hospital Vila Nova,19,2020-06-06,-30.119308,-51.207744,23,20,1,0.95,0
uti,adulto,HPS,18,2020-06-06,-30.036874,-51.209282,23,20,2,0.9,0
uti,adulto,HospitaL Independência,9,2020-06-06,-30.061051,-51.149073,23,10,1,0.9,0
uti,adulto,Hospital Femina,2,2020-06-06,-30.029239,-51.206848,23,4,2,0.5,0
uti,adulto,Hospital Divina Providência,15,2020-06-06,-30.084428,-51.18839,23,20,5,0.75,0
uti,adulto,Hospital Restinga,10,2020-06-06,-30.142524,-51.128803,23,10,0,1,0
uti,adulto,Hospital Santa Ana,7,2020-06-06,-30.086664,-51.20689,23,10,3,0.7,0
uti,adulto,Hospital Mãe de Deus,43,2020-06-06,-30.058845,-51.228945,23,55,12,0.7818181818181819,0
uti,adulto,Hospital Porto Alegre,4,2020-06-06,-30.04475,-51.21856,23,7,3,0.5714285714285714,0
uti,pediatrico,Hospital Santa Casa,36,2020-06-06,-30.030803,-51.221512,23,37,1,0.972972972972973,0
uti,pediatrico,HCPA,11,2020-06-06,-30.038435,-51.206637,23,13,2,0.8461538461538461,0
uti,pediatrico,HPS,4,2020-06-06,-30.036874,-51.209282,23,8,4,0.5,0
uti,pediatrico,Hospital Moinhos de Vento,4,2020-06-06,-30.02552,-51.20842,23,11,7,0.36363636363636365,0
uti,pediatrico,Hospital Conceição,8,2020-06-06,-30.01587,-51.158236,23,18,10,0.4444444444444444,0
uti,pediatrico,HMIPV,4,2020-06-06,-30.029525,-51.214865,23,12,8,0.3333333333333333,0
emergencia,adulto,HCPA,22,2020-06-07,-30.038435,-51.206637,24,41,19,0.5365853658536586,NA
emergencia,adulto,Hospital Conceição,55,2020-06-07,-30.01587,-51.158236,24,64,9,0.859375,NA
emergencia,adulto,Instituto de Cardiologia,19,2020-06-07,-30.049092,-51.20903,24,21,2,0.9047619047619048,NA
emergencia,adulto,Hospital Santa Casa,16,2020-06-07,-30.030803,-51.221512,24,24,8,0.6666666666666666,NA
emergencia,adulto,Hospital São Lucas,9,2020-06-07,-30.055122,-51.173819,24,17,8,0.5294117647058824,NA
emergencia,adulto,Hospital Restinga,14,2020-06-07,-30.142524,-51.128803,24,18,4,0.7777777777777778,NA
emergencia,adulto,Hospital Vila Nova,6,2020-06-07,-30.119308,-51.207744,24,26,20,0.23076923076923078,NA
emergencia,adulto,PA Bom Jesus,8,2020-06-07,-30.043194,-51.153916,24,7,-1,1.1428571428571428,NA
emergencia,adulto,PA Cruzeiro do Sul,13,2020-06-07,-30.069603,-51.216537,24,12,-1,1.0833333333333333,NA
emergencia,adulto,PA Lomba do Pinheiro,6,2020-06-07,-30.110731,-51.110188,24,9,3,0.6666666666666666,NA
emergencia,adulto,UPA Zona Norte,13,2020-06-07,-30.009546,-51.146056,24,17,4,0.7647058823529411,NA
emergencia,pediatrico,HCPA,4,2020-06-07,-30.038435,-51.206637,24,9,5,0.4444444444444444,NA
emergencia,pediatrico,Hospital Conceição,2,2020-06-07,-30.01587,-51.158236,24,16,14,0.125,NA
emergencia,pediatrico,Hospital Santa Casa,4,2020-06-07,-30.030803,-51.221512,24,11,7,0.36363636363636365,NA
emergencia,pediatrico,Hospital São Lucas,0,2020-06-07,-30.055122,-51.173819,24,4,4,0,NA
emergencia,pediatrico,HMIPV,4,2020-06-07,-30.029525,-51.214865,24,8,4,0.5,NA
emergencia,pediatrico,Hospital Restinga,0,2020-06-07,-30.142524,-51.128803,24,6,6,0,NA
emergencia,pediatrico,PA Bom Jesus,1,2020-06-07,-30.043194,-51.153916,24,5,4,0.2,NA
emergencia,pediatrico,PA Cruzeiro do Sul,1,2020-06-07,-30.069603,-51.216537,24,9,8,0.1111111111111111,NA
emergencia,pediatrico,PA Lomba do Pinheiro,0,2020-06-07,-30.110731,-51.110188,24,4,4,0,NA
uti,adulto,Hospital Conceição,59,2020-06-07,-30.01587,-51.158236,24,69,10,0.855072463768116,17
uti,adulto,HCPA,82,2020-06-07,-30.038435,-51.206637,24,112,30,0.7321428571428571,21
uti,adulto,Hospital Santa Casa,77,2020-06-07,-30.030803,-51.221512,24,87,10,0.8850574712643678,3
uti,adulto,Hospital São Lucas,50,2020-06-07,-30.055122,-51.173819,24,59,9,0.847457627118644,2
uti,adulto,Hospital Cristo Redentor,29,2020-06-07,-30.010102,-51.15926,24,47,18,0.6170212765957447,0
uti,adulto,Hospital Moinhos de Vento,50,2020-06-07,-30.02552,-51.20842,24,56,6,0.8928571428571429,6
uti,adulto,Hospital Ernesto Dornelles,31,2020-06-07,-30.047509,-51.212131,24,40,9,0.775,4
uti,adulto,Hospital Vila Nova,16,2020-06-07,-30.119308,-51.207744,24,20,4,0.8,0
uti,adulto,HPS,20,2020-06-07,-30.036874,-51.209282,24,20,0,1,0
uti,adulto,HospitaL Independência,9,2020-06-07,-30.061051,-51.149073,24,10,1,0.9,0
uti,adulto,Hospital Femina,1,2020-06-07,-30.029239,-51.206848,24,6,5,0.16666666666666666,0
uti,adulto,Hospital Divina Providência,14,2020-06-07,-30.084428,-51.18839,24,16,2,0.875,0
uti,adulto,Hospital Restinga,10,2020-06-07,-30.142524,-51.128803,24,10,0,1,0
uti,adulto,Hospital Santa Ana,5,2020-06-07,-30.086664,-51.20689,24,10,5,0.5,0
uti,adulto,Hospital Mãe de Deus,46,2020-06-07,-30.058845,-51.228945,24,50,4,0.92,1
uti,adulto,Hospital Porto Alegre,5,2020-06-07,-30.04475,-51.21856,24,7,2,0.7142857142857143,0
uti,pediatrico,Hospital Santa Casa,33,2020-06-07,-30.030803,-51.221512,24,37,4,0.8918918918918919,0
uti,pediatrico,HCPA,7,2020-06-07,-30.038435,-51.206637,24,13,6,0.5384615384615384,0
uti,pediatrico,HPS,4,2020-06-07,-30.036874,-51.209282,24,8,4,0.5,0
uti,pediatrico,Hospital Moinhos de Vento,5,2020-06-07,-30.02552,-51.20842,24,11,6,0.45454545454545453,0
uti,pediatrico,Hospital Conceição,5,2020-06-07,-30.01587,-51.158236,24,18,13,0.2777777777777778,0
uti,pediatrico,HMIPV,4,2020-06-07,-30.029525,-51.214865,24,12,8,0.3333333333333333,0
emergencia,adulto,HCPA,37,2020-06-08,-30.038435,-51.206637,24,41,4,0.9024390243902439,NA
emergencia,adulto,Hospital Conceição,38,2020-06-08,-30.01587,-51.158236,24,64,26,0.59375,NA
emergencia,adulto,Instituto de Cardiologia,28,2020-06-08,-30.049092,-51.20903,24,21,-7,1.3333333333333333,NA
emergencia,adulto,Hospital Santa Casa,16,2020-06-08,-30.030803,-51.221512,24,24,8,0.6666666666666666,NA
emergencia,adulto,Hospital São Lucas,13,2020-06-08,-30.055122,-51.173819,24,17,4,0.7647058823529411,NA
emergencia,adulto,Hospital Restinga,16,2020-06-08,-30.142524,-51.128803,24,18,2,0.8888888888888888,NA
emergencia,adulto,Hospital Vila Nova,5,2020-06-08,-30.119308,-51.207744,24,26,21,0.19230769230769232,NA
emergencia,adulto,PA Bom Jesus,12,2020-06-08,-30.043194,-51.153916,24,7,-5,1.7142857142857142,NA
emergencia,adulto,PA Cruzeiro do Sul,8,2020-06-08,-30.069603,-51.216537,24,12,4,0.6666666666666666,NA
emergencia,adulto,PA Lomba do Pinheiro,8,2020-06-08,-30.110731,-51.110188,24,9,1,0.8888888888888888,NA
emergencia,adulto,UPA Zona Norte,27,2020-06-08,-30.009546,-51.146056,24,17,-10,1.588235294117647,NA
emergencia,pediatrico,HCPA,1,2020-06-08,-30.038435,-51.206637,24,9,8,0.1111111111111111,NA
emergencia,pediatrico,Hospital Conceição,4,2020-06-08,-30.01587,-51.158236,24,16,12,0.25,NA
emergencia,pediatrico,Hospital Santa Casa,1,2020-06-08,-30.030803,-51.221512,24,11,10,0.09090909090909091,NA
emergencia,pediatrico,Hospital São Lucas,0,2020-06-08,-30.055122,-51.173819,24,4,4,0,NA
emergencia,pediatrico,HMIPV,4,2020-06-08,-30.029525,-51.214865,24,8,4,0.5,NA
emergencia,pediatrico,Hospital Restinga,0,2020-06-08,-30.142524,-51.128803,24,6,6,0,NA
emergencia,pediatrico,PA Bom Jesus,0,2020-06-08,-30.043194,-51.153916,24,5,5,0,NA
emergencia,pediatrico,PA Cruzeiro do Sul,3,2020-06-08,-30.069603,-51.216537,24,9,6,0.3333333333333333,NA
emergencia,pediatrico,PA Lomba do Pinheiro,0,2020-06-08,-30.110731,-51.110188,24,4,4,0,NA
uti,adulto,Hospital Conceição,59,2020-06-08,-30.01587,-51.158236,24,69,10,0.855072463768116,17
uti,adulto,HCPA,74,2020-06-08,-30.038435,-51.206637,24,112,38,0.6607142857142857,24
uti,adulto,Hospital Santa Casa,65,2020-06-08,-30.030803,-51.221512,24,87,22,0.7471264367816092,3
uti,adulto,Hospital São Lucas,45,2020-06-08,-30.055122,-51.173819,24,59,14,0.7627118644067796,2
uti,adulto,Hospital Cristo Redentor,29,2020-06-08,-30.010102,-51.15926,24,29,0,1,0
uti,adulto,Hospital Moinhos de Vento,48,2020-06-08,-30.02552,-51.20842,24,56,8,0.8571428571428571,9
uti,adulto,Hospital Ernesto Dornelles,35,2020-06-08,-30.047509,-51.212131,24,40,5,0.875,4
uti,adulto,Hospital Vila Nova,15,2020-06-08,-30.119308,-51.207744,24,20,5,0.75,0
uti,adulto,HPS,19,2020-06-08,-30.036874,-51.209282,24,20,1,0.95,0
uti,adulto,HospitaL Independência,8,2020-06-08,-30.061051,-51.149073,24,10,2,0.8,0
uti,adulto,Hospital Femina,2,2020-06-08,-30.029239,-51.206848,24,6,4,0.3333333333333333,0
uti,adulto,Hospital Divina Providência,13,2020-06-08,-30.084428,-51.18839,24,16,3,0.8125,1
uti,adulto,Hospital Restinga,9,2020-06-08,-30.142524,-51.128803,24,10,1,0.9,0
uti,adulto,Hospital Santa Ana,6,2020-06-08,-30.086664,-51.20689,24,10,4,0.6,0
uti,adulto,Hospital Mãe de Deus,45,2020-06-08,-30.058845,-51.228945,24,50,5,0.9,1
uti,adulto,Hospital Porto Alegre,5,2020-06-08,-30.04475,-51.21856,24,7,2,0.7142857142857143,1
uti,pediatrico,Hospital Santa Casa,30,2020-06-08,-30.030803,-51.221512,24,37,7,0.8108108108108109,0
uti,pediatrico,HCPA,7,2020-06-08,-30.038435,-51.206637,24,13,6,0.5384615384615384,0
uti,pediatrico,HPS,5,2020-06-08,-30.036874,-51.209282,24,8,3,0.625,0
uti,pediatrico,Hospital Moinhos de Vento,4,2020-06-08,-30.02552,-51.20842,24,11,7,0.36363636363636365,0
uti,pediatrico,Hospital Conceição,7,2020-06-08,-30.01587,-51.158236,24,18,11,0.3888888888888889,0
uti,pediatrico,HMIPV,6,2020-06-08,-30.029525,-51.214865,24,12,6,0.5,0
emergencia,adulto,HCPA,25,2020-06-09,-30.038435,-51.206637,24,41,16,0.6097560975609756,NA
emergencia,adulto,Hospital Conceição,26,2020-06-09,-30.01587,-51.158236,24,64,38,0.40625,NA
