tipo,classe,local,internados,data_atualizacao,lat,long,leitos_total,leitos_disponiveis,lotacao,leitos_covid,semana_epidemiologica
uti,adulto,Hospital Ernesto Dornelles,32,2020-09-22,-30.047509,-51.212131,39,7,0.8205128205128205,13,39
uti,adulto,Hospital Divina Providência,33,2020-09-22,-30.084428,-51.18839,42,9,0.7857142857142857,14,39
uti,adulto,Hospital Porto Alegre,8,2020-09-22,-30.04475,-51.21856,10,2,0.8,2,39
uti,adulto,Hospital Cristo Redentor,33,2020-09-22,-30.010102,-51.15926,39,6,0.8461538461538461,0,39
uti,adulto,Hospital Vila Nova,19,2020-09-22,-30.119308,-51.207744,20,1,0.95,4,39
uti,adulto,HPS,14,2020-09-22,-30.036874,-51.209282,20,6,0.7,0,39
uti,adulto,HospitaL Independência,15,2020-09-22,-30.061051,-51.149073,18,3,0.8333333333333334,7,39
uti,adulto,Hospital Femina,4,2020-09-22,-30.029239,-51.206848,6,2,0.6666666666666666,0,39
uti,adulto,Hospital Restinga,18,2020-09-22,-30.142524,-51.128803,20,2,0.9,7,39
uti,adulto,Hospital Santa Ana,6,2020-09-22,-30.086664,-51.20689,10,4,0.6,0,39
uti,pediatrico,Hospital Santa Casa,29,2020-09-22,-30.030803,-51.221512,37,8,0.7837837837837838,0,39
uti,pediatrico,HCPA,10,2020-09-22,-30.038435,-51.206637,13,3,0.7692307692307693,1,39
uti,pediatrico,Instituto de Cardiologia,7,2020-09-22,-30.049092,-51.20903,10,3,0.7,0,39
uti,pediatrico,HPS,2,2020-09-22,-30.036874,-51.209282,8,6,0.25,0,39
uti,pediatrico,Hospital Moinhos de Vento,8,2020-09-22,-30.02552,-51.20842,11,3,0.7272727272727273,0,39
uti,pediatrico,Hospital Conceição,8,2020-09-22,-30.01587,-51.158236,18,10,0.4444444444444444,2,39
uti,pediatrico,HMIPV,5,2020-09-22,-30.029525,-51.214865,12,7,0.4166666666666667,1,39
emergencia,adulto,HCPA,77,2020-09-23,-30.038435,-51.206637,41,-36,1.8780487804878048,NA,39
emergencia,adulto,Hospital Conceição,70,2020-09-23,-30.01587,-51.158236,64,-6,1.09375,NA,39
emergencia,adulto,Instituto de Cardiologia,21,2020-09-23,-30.049092,-51.20903,21,0,1,NA,39
emergencia,adulto,Hospital Santa Casa,40,2020-09-23,-30.030803,-51.221512,24,-16,1.6666666666666667,NA,39
emergencia,adulto,Hospital São Lucas,21,2020-09-23,-30.055122,-51.173819,17,-4,1.2352941176470589,NA,39
emergencia,adulto,Hospital Restinga,14,2020-09-23,-30.142524,-51.128803,18,4,0.7777777777777778,NA,39
emergencia,adulto,Hospital Vila Nova,6,2020-09-23,-30.119308,-51.207744,26,20,0.23076923076923078,NA,39
emergencia,adulto,PA Bom Jesus,0,2020-09-23,-30.043194,-51.153916,7,7,0,NA,39
emergencia,adulto,PA Cruzeiro do Sul,13,2020-09-23,-30.069603,-51.216537,12,-1,1.0833333333333333,NA,39
emergencia,adulto,PA Lomba do Pinheiro,0,2020-09-23,-30.110731,-51.110188,9,9,0,NA,39
emergencia,adulto,UPA Zona Norte,18,2020-09-23,-30.009546,-51.146056,17,-1,1.0588235294117647,NA,39
emergencia,pediatrico,HCPA,5,2020-09-23,-30.038435,-51.206637,9,4,0.5555555555555556,NA,39
emergencia,pediatrico,Hospital Conceição,5,2020-09-23,-30.01587,-51.158236,16,11,0.3125,NA,39
emergencia,pediatrico,Hospital Santa Casa,3,2020-09-23,-30.030803,-51.221512,11,8,0.2727272727272727,NA,39
emergencia,pediatrico,Hospital São Lucas,0,2020-09-23,-30.055122,-51.173819,4,4,0,NA,39
emergencia,pediatrico,HMIPV,6,2020-09-23,-30.029525,-51.214865,8,2,0.75,NA,39
emergencia,pediatrico,Hospital Restinga,0,2020-09-23,-30.142524,-51.128803,6,6,0,NA,39
emergencia,pediatrico,PA Bom Jesus,1,2020-09-23,-30.043194,-51.153916,5,4,0.2,NA,39
emergencia,pediatrico,PA Cruzeiro do Sul,1,2020-09-23,-30.069603,-51.216537,9,8,0.1111111111111111,NA,39
emergencia,pediatrico,PA Lomba do Pinheiro,0,2020-09-23,-30.110731,-51.110188,4,4,0,NA,39
uti,adulto,Instituto de Cardiologia,34,2020-09-23,-30.049092,-51.20903,43,9,0.7906976744186046,3,39
uti,adulto,HCPA,141,2020-09-23,-30.038435,-51.206637,161,20,0.8757763975155279,69,39
uti,adulto,Hospital Conceição,64,2020-09-23,-30.01587,-51.158236,75,11,0.8533333333333334,35,39
uti,adulto,Hospital Moinhos de Vento,64,2020-09-23,-30.02552,-51.20842,64,0,1,38,39
uti,adulto,Hospital Santa Casa,101,2020-09-23,-30.030803,-51.221512,135,34,0.7481481481481481,44,39
uti,adulto,Hospital São Lucas,52,2020-09-23,-30.055122,-51.173819,59,7,0.8813559322033898,22,39
uti,adulto,Hospital Mãe de Deus,58,2020-09-23,-30.058845,-51.228945,60,2,0.9666666666666667,29,39
uti,adulto,Hospital Ernesto Dornelles,31,2020-09-23,-30.047509,-51.212131,39,8,0.7948717948717948,13,39
uti,adulto,Hospital Divina Providência,30,2020-09-23,-30.084428,-51.18839,42,12,0.7142857142857143,13,39
uti,adulto,Hospital Porto Alegre,6,2020-09-23,-30.04475,-51.21856,8,2,0.75,2,39
uti,adulto,Hospital Cristo Redentor,31,2020-09-23,-30.010102,-51.15926,39,8,0.7948717948717948,0,39
uti,adulto,Hospital Vila Nova,16,2020-09-23,-30.119308,-51.207744,20,4,0.8,4,39
uti,adulto,HPS,14,2020-09-23,-30.036874,-51.209282,20,6,0.7,0,39
uti,adulto,HospitaL Independência,14,2020-09-23,-30.061051,-51.149073,18,4,0.7777777777777778,6,39
uti,adulto,Hospital Femina,5,2020-09-23,-30.029239,-51.206848,6,1,0.8333333333333334,0,39
uti,adulto,Hospital Restinga,20,2020-09-23,-30.142524,-51.128803,20,0,1,8,39
uti,adulto,Hospital Santa Ana,6,2020-09-23,-30.086664,-51.20689,10,4,0.6,0,39
uti,pediatrico,Hospital Santa Casa,26,2020-09-23,-30.030803,-51.221512,37,11,0.7027027027027027,0,39
uti,pediatrico,HCPA,8,2020-09-23,-30.038435,-51.206637,13,5,0.6153846153846154,0,39
uti,pediatrico,Instituto de Cardiologia,7,2020-09-23,-30.049092,-51.20903,10,3,0.7,0,39
uti,pediatrico,HPS,3,2020-09-23,-30.036874,-51.209282,8,5,0.375,0,39
uti,pediatrico,Hospital Moinhos de Vento,8,2020-09-23,-30.02552,-51.20842,11,3,0.7272727272727273,0,39
uti,pediatrico,Hospital Conceição,7,2020-09-23,-30.01587,-51.158236,18,11,0.3888888888888889,1,39
uti,pediatrico,HMIPV,7,2020-09-23,-30.029525,-51.214865,12,5,0.5833333333333334,0,39
emergencia,adulto,HCPA,77,2020-09-24,-30.038435,-51.206637,41,-36,1.8780487804878048,NA,39
emergencia,adulto,Hospital Conceição,70,2020-09-24,-30.01587,-51.158236,64,-6,1.09375,NA,39
emergencia,adulto,Instituto de Cardiologia,21,2020-09-24,-30.049092,-51.20903,21,0,1,NA,39
emergencia,adulto,Hospital Santa Casa,40,2020-09-24,-30.030803,-51.221512,24,-16,1.6666666666666667,NA,39
emergencia,adulto,Hospital São Lucas,21,2020-09-24,-30.055122,-51.173819,17,-4,1.2352941176470589,NA,39
emergencia,adulto,Hospital Restinga,14,2020-09-24,-30.142524,-51.128803,18,4,0.7777777777777778,NA,39
emergencia,adulto,Hospital Vila Nova,6,2020-09-24,-30.119308,-51.207744,26,20,0.23076923076923078,NA,39
emergencia,adulto,PA Bom Jesus,0,2020-09-24,-30.043194,-51.153916,7,7,0,NA,39
emergencia,adulto,PA Cruzeiro do Sul,13,2020-09-24,-30.069603,-51.216537,12,-1,1.0833333333333333,NA,39
emergencia,adulto,PA Lomba do Pinheiro,0,2020-09-24,-30.110731,-51.110188,9,9,0,NA,39
emergencia,adulto,UPA Zona Norte,18,2020-09-24,-30.009546,-51.146056,17,-1,1.0588235294117647,NA,39
emergencia,pediatrico,HCPA,5,2020-09-24,-30.038435,-51.206637,9,4,0.5555555555555556,NA,39
emergencia,pediatrico,Hospital Conceição,5,2020-09-24,-30.01587,-51.158236,16,11,0.3125,NA,39
emergencia,pediatrico,Hospital Santa Casa,3,2020-09-24,-30.030803,-51.221512,11,8,0.2727272727272727,NA,39
emergencia,pediatrico,Hospital São Lucas,0,2020-09-24,-30.055122,-51.173819,4,4,0,NA,39
emergencia,pediatrico,HMIPV,6,2020-09-24,-30.029525,-51.214865,8,2,0.75,NA,39
emergencia,pediatrico,Hospital Restinga,0,2020-09-24,-30.142524,-51.128803,6,6,0,NA,39
emergencia,pediatrico,PA Bom Jesus,1,2020-09-24,-30.043194,-51.153916,5,4,0.2,NA,39
emergencia,pediatrico,PA Cruzeiro do Sul,1,2020-09-24,-30.069603,-51.216537,9,8,0.1111111111111111,NA,39
emergencia,pediatrico,PA Lomba do Pinheiro,0,2020-09-24,-30.110731,-51.110188,4,4,0,NA,39
uti,adulto,Instituto de Cardiologia,34,2020-09-24,-30.049092,-51.20903,43,9,0.7906976744186046,3,39
uti,adulto,HCPA,141,2020-09-24,-30.038435,-51.206637,161,20,0.8757763975155279,69,39
uti,adulto,Hospital Conceição,64,2020-09-24,-30.01587,-51.158236,75,11,0.8533333333333334,35,39
uti,adulto,Hospital Moinhos de Vento,64,2020-09-24,-30.02552,-51.20842,64,0,1,38,39
uti,adulto,Hospital Santa Casa,101,2020-09-24,-30.030803,-51.221512,135,34,0.7481481481481481,44,39
uti,adulto,Hospital São Lucas,52,2020-09-24,-30.055122,-51.173819,59,7,0.8813559322033898,22,39
uti,adulto,Hospital Mãe de Deus,58,2020-09-24,-30.058845,-51.228945,60,2,0.9666666666666667,29,39
uti,adulto,Hospital Ernesto Dornelles,31,2020-09-24,-30.047509,-51.212131,39,8,0.7948717948717948,13,39
uti,adulto,Hospital Divina Providência,30,2020-09-24,-30.084428,-51.18839,42,12,0.7142857142857143,13,39
uti,adulto,Hospital Porto Alegre,6,2020-09-24,-30.04475,-51.21856,8,2,0.75,2,39
uti,adulto,Hospital Cristo Redentor,31,2020-09-24,-30.010102,-51.15926,39,8,0.7948717948717948,0,39
uti,adulto,Hospital Vila Nova,16,2020-09-24,-30.119308,-51.207744,20,4,0.8,4,39
uti,adulto,HPS,14,2020-09-24,-30.036874,-51.209282,20,6,0.7,0,39
uti,adulto,HospitaL Independência,14,2020-09-24,-30.061051,-51.149073,18,4,0.7777777777777778,6,39
uti,adulto,Hospital Femina,5,2020-09-24,-30.029239,-51.206848,6,1,0.8333333333333334,0,39
uti,adulto,Hospital Restinga,20,2020-09-24,-30.142524,-51.128803,20,0,1,8,39
uti,adulto,Hospital Santa Ana,6,2020-09-24,-30.086664,-51.20689,10,4,0.6,0,39
uti,pediatrico,Hospital Santa Casa,26,2020-09-24,-30.030803,-51.221512,37,11,0.7027027027027027,0,39
uti,pediatrico,HCPA,8,2020-09-24,-30.038435,-51.206637,13,5,0.6153846153846154,0,39
uti,pediatrico,Instituto de Cardiologia,7,2020-09-24,-30.049092,-51.20903,10,3,0.7,0,39
uti,pediatrico,HPS,3,2020-09-24,-30.036874,-51.209282,8,5,0.375,0,39
uti,pediatrico,Hospital Moinhos de Vento,8,2020-09-24,-30.02552,-51.20842,11,3,0.7272727272727273,0,39
uti,pediatrico,Hospital Conceição,7,2020-09-24,-30.01587,-51.158236,18,11,0.3888888888888889,1,39
uti,pediatrico,HMIPV,7,2020-09-24,-30.029525,-51.214865,12,5,0.5833333333333334,0,39
emergencia,adulto,HCPA,72,2020-09-25,-30.038435,-51.206637,41,-31,1.7560975609756098,NA,39
emergencia,adulto,Hospital Conceição,90,2020-09-25,-30.01587,-51.158236,64,-26,1.40625,NA,39
emergencia,adulto,Instituto de Cardiologia,25,2020-09-25,-30.049092,-51.20903,21,-4,1.1904761904761905,NA,39
emergencia,adulto,Hospital Santa Casa,33,2020-09-25,-30.030803,-51.221512,24,-9,1.375,NA,39
emergencia,adulto,Hospital São Lucas,21,2020-09-25,-30.055122,-51.173819,17,-4,1.2352941176470589,NA,39
emergencia,adulto,Hospital Restinga,11,2020-09-25,-30.142524,-51.128803,18,7,0.6111111111111112,NA,39
emergencia,adulto,Hospital Vila Nova,6,2020-09-25,-30.119308,-51.207744,26,20,0.23076923076923078,NA,39
emergencia,adulto,PA Bom Jesus,7,2020-09-25,-30.043194,-51.153916,7,0,1,NA,39
emergencia,adulto,PA Cruzeiro do Sul,21,2020-09-25,-30.069603,-51.216537,12,-9,1.75,NA,39
emergencia,adulto,PA Lomba do Pinheiro,0,2020-09-25,-30.110731,-51.110188,9,9,0,NA,39
emergencia,adulto,UPA Zona Norte,29,2020-09-25,-30.009546,-51.146056,17,-12,1.7058823529411764,NA,39
emergencia,pediatrico,HCPA,3,2020-09-25,-30.038435,-51.206637,9,6,0.3333333333333333,NA,39
emergencia,pediatrico,Hospital Conceição,5,2020-09-25,-30.01587,-51.158236,16,11,0.3125,NA,39
emergencia,pediatrico,Hospital Santa Casa,1,2020-09-25,-30.030803,-51.221512,11,10,0.09090909090909091,NA,39
emergencia,pediatrico,Hospital São Lucas,0,2020-09-25,-30.055122,-51.173819,4,4,0,NA,39
emergencia,pediatrico,HMIPV,8,2020-09-25,-30.029525,-51.214865,8,0,1,NA,39
emergencia,pediatrico,Hospital Restinga,1,2020-09-25,-30.142524,-51.128803,6,5,0.16666666666666666,NA,39
emergencia,pediatrico,PA Bom Jesus,0,2020-09-25,-30.043194,-51.153916,5,5,0,NA,39
emergencia,pediatrico,PA Cruzeiro do Sul,0,2020-09-25,-30.069603,-51.216537,9,9,0,NA,39
emergencia,pediatrico,PA Lomba do Pinheiro,0,2020-09-25,-30.110731,-51.110188,4,4,0,NA,39
uti,adulto,Instituto de Cardiologia,36,2020-09-25,-30.049092,-51.20903,40,4,0.9,2,39
uti,adulto,HCPA,135,2020-09-25,-30.038435,-51.206637,161,26,0.8385093167701864,69,39
uti,adulto,Hospital Conceição,73,2020-09-25,-30.01587,-51.158236,75,2,0.9733333333333334,28,39
uti,adulto,Hospital Moinhos de Vento,69,2020-09-25,-30.02552,-51.20842,69,0,1,39,39
uti,adulto,Hospital Santa Casa,98,2020-09-25,-30.030803,-51.221512,135,37,0.725925925925926,44,39
uti,adulto,Hospital São Lucas,50,2020-09-25,-30.055122,-51.173819,59,9,0.847457627118644,19,39
uti,adulto,Hospital Mãe de Deus,58,2020-09-25,-30.058845,-51.228945,60,2,0.9666666666666667,29,39
uti,adulto,Hospital Ernesto Dornelles,37,2020-09-25,-30.047509,-51.212131,40,3,0.925,15,39
uti,adulto,Hospital Divina Providência,35,2020-09-25,-30.084428,-51.18839,41,6,0.8536585365853658,12,39
uti,adulto,Hospital Porto Alegre,7,2020-09-25,-30.04475,-51.21856,8,1,0.875,2,39
uti,adulto,Hospital Cristo Redentor,31,2020-09-25,-30.010102,-51.15926,34,3,0.9117647058823529,0,39
uti,adulto,Hospital Vila Nova,19,2020-09-25,-30.119308,-51.207744,20,1,0.95,5,39
uti,adulto,HPS,19,2020-09-25,-30.036874,-51.209282,20,1,0.95,0,39
uti,adulto,HospitaL Independência,16,2020-09-25,-30.061051,-51.149073,18,2,0.8888888888888888,8,39
uti,adulto,Hospital Femina,5,2020-09-25,-30.029239,-51.206848,6,1,0.8333333333333334,0,39
uti,adulto,Hospital Restinga,15,2020-09-25,-30.142524,-51.128803,15,0,1,10,39
uti,adulto,Hospital Santa Ana,5,2020-09-25,-30.086664,-51.20689,10,5,0.5,1,39
uti,pediatrico,Hospital Santa Casa,29,2020-09-25,-30.030803,-51.221512,37,8,0.7837837837837838,0,39
uti,pediatrico,HCPA,12,2020-09-25,-30.038435,-51.206637,13,1,0.9230769230769231,1,39
uti,pediatrico,Instituto de Cardiologia,7,2020-09-25,-30.049092,-51.20903,10,3,0.7,0,39
uti,pediatrico,HPS,4,2020-09-25,-30.036874,-51.209282,8,4,0.5,0,39
uti,pediatrico,Hospital Moinhos de Vento,9,2020-09-25,-30.02552,-51.20842,11,2,0.8181818181818182,1,39
uti,pediatrico,Hospital Conceição,9,2020-09-25,-30.01587,-51.158236,18,9,0.5,0,39
uti,pediatrico,HMIPV,8,2020-09-25,-30.029525,-51.214865,12,4,0.6666666666666666,1,39
emergencia,adulto,HCPA,72,2020-09-26,-30.038435,-51.206637,41,-31,1.7560975609756098,NA,39
emergencia,adulto,Hospital Conceição,90,2020-09-26,-30.01587,-51.158236,64,-26,1.40625,NA,39
emergencia,adulto,Instituto de Cardiologia,25,2020-09-26,-30.049092,-51.20903,21,-4,1.1904761904761905,NA,39
emergencia,adulto,Hospital Santa Casa,33,2020-09-26,-30.030803,-51.221512,24,-9,1.375,NA,39
emergencia,adulto,Hospital São Lucas,21,2020-09-26,-30.055122,-51.173819,17,-4,1.2352941176470589,NA,39
emergencia,adulto,Hospital Restinga,11,2020-09-26,-30.142524,-51.128803,18,7,0.6111111111111112,NA,39
emergencia,adulto,Hospital Vila Nova,6,2020-09-26,-30.119308,-51.207744,26,20,0.23076923076923078,NA,39
emergencia,adulto,PA Bom Jesus,7,2020-09-26,-30.043194,-51.153916,7,0,1,NA,39
emergencia,adulto,PA Cruzeiro do Sul,21,2020-09-26,-30.069603,-51.216537,12,-9,1.75,NA,39
emergencia,adulto,PA Lomba do Pinheiro,0,2020-09-26,-30.110731,-51.110188,9,9,0,NA,39
emergencia,adulto,UPA Zona Norte,29,2020-09-26,-30.009546,-51.146056,17,-12,1.7058823529411764,NA,39
emergencia,pediatrico,HCPA,3,2020-09-26,-30.038435,-51.206637,9,6,0.3333333333333333,NA,39
emergencia,pediatrico,Hospital Conceição,5,2020-09-26,-30.01587,-51.158236,16,11,0.3125,NA,39
emergencia,pediatrico,Hospital Santa Casa,1,2020-09-26,-30.030803,-51.221512,11,10,0.09090909090909091,NA,39
emergencia,pediatrico,Hospital São Lucas,0,2020-09-26,-30.055122,-51.173819,4,4,0,NA,39
emergencia,pediatrico,HMIPV,8,2020-09-26,-30.029525,-51.214865,8,0,1,NA,39
emergencia,pediatrico,Hospital Restinga,1,2020-09-26,-30.142524,-51.128803,6,5,0.16666666666666666,NA,39
emergencia,pediatrico,PA Bom Jesus,0,2020-09-26,-30.043194,-51.153916,5,5,0,NA,39
emergencia,pediatrico,PA Cruzeiro do Sul,0,2020-09-26,-30.069603,-51.216537,9,9,0,NA,39
emergencia,pediatrico,PA Lomba do Pinheiro,0,2020-09-26,-30.110731,-51.110188,4,4,0,NA,39
uti,adulto,Instituto de Cardiologia,36,2020-09-26,-30.049092,-51.20903,40,4,0.9,2,39
uti,adulto,HCPA,135,2020-09-26,-30.038435,-51.206637,161,26,0.8385093167701864,69,39
uti,adulto,Hospital Conceição,73,2020-09-26,-30.01587,-51.158236,75,2,0.9733333333333334,28,39
uti,adulto,Hospital Moinhos de Vento,69,2020-09-26,-30.02552,-51.20842,69,0,1,39,39
uti,adulto,Hospital Santa Casa,98,2020-09-26,-30.030803,-51.221512,135,37,0.725925925925926,44,39
uti,adulto,Hospital São Lucas,50,2020-09-26,-30.055122,-51.173819,59,9,0.847457627118644,19,39
uti,adulto,Hospital Mãe de Deus,58,2020-09-26,-30.058845,-51.228945,60,2,0.9666666666666667,29,39
uti,adulto,Hospital Ernesto Dornelles,37,2020-09-26,-30.047509,-51.212131,40,3,0.925,15,39
uti,adulto,Hospital Divina Providência,35,2020-09-26,-30.084428,-51.18839,41,6,0.8536585365853658,12,39
uti,adulto,Hospital Porto Alegre,7,2020-09-26,-30.04475,-51.21856,8,1,0.875,2,39
uti,adulto,Hospital Cristo Redentor,31,2020-09-26,-30.010102,-51.15926,34,3,0.9117647058823529,0,39
uti,adulto,Hospital Vila Nova,19,2020-09-26,-30.119308,-51.207744,20,1,0.95,5,39
uti,adulto,HPS,19,2020-09-26,-30.036874,-51.209282,20,1,0.95,0,39
uti,adulto,HospitaL Independência,16,2020-09-26,-30.061051,-51.149073,18,2,0.8888888888888888,8,39
uti,adulto,Hospital Femina,5,2020-09-26,-30.029239,-51.206848,6,1,0.8333333333333334,0,39
uti,adulto,Hospital Restinga,15,2020-09-26,-30.142524,-51.128803,15,0,1,10,39
uti,adulto,Hospital Santa Ana,5,2020-09-26,-30.086664,-51.20689,10,5,0.5,1,39
uti,pediatrico,Hospital Santa Casa,29,2020-09-26,-30.030803,-51.221512,37,8,0.7837837837837838,0,39
uti,pediatrico,HCPA,12,2020-09-26,-30.038435,-51.206637,13,1,0.9230769230769231,1,39
uti,pediatrico,Instituto de Cardiologia,7,2020-09-26,-30.049092,-51.20903,10,3,0.7,0,39
uti,pediatrico,HPS,4,2020-09-26,-30.036874,-51.209282,8,4,0.5,0,39
uti,pediatrico,Hospital Moinhos de Vento,9,2020-09-26,-30.02552,-51.20842,11,2,0.8181818181818182,1,39
uti,pediatrico,Hospital Conceição,9,2020-09-26,-30.01587,-51.158236,18,9,0.5,0,39
uti,pediatrico,HMIPV,8,2020-09-26,-30.029525,-51.214865,12,4,0.6666666666666666,1,39
emergencia,adulto,HCPA,72,2020-09-27,-30.038435,-51.206637,41,-31,1.7560975609756098,NA,40
emergencia,adulto,Hospital Conceição,90,2020-09-27,-30.01587,-51.158236,64,-26,1.40625,NA,40
emergencia,adulto,Instituto de Cardiologia,25,2020-09-27,-30.049092,-51.20903,21,-4,1.1904761904761905,NA,40
emergencia,adulto,Hospital Santa Casa,33,2020-09-27,-30.030803,-51.221512,24,-9,1.375,NA,40
emergencia,adulto,Hospital São Lucas,21,2020-09-27,-30.055122,-51.173819,17,-4,1.2352941176470589,NA,40
emergencia,adulto,Hospital Restinga,11,2020-09-27,-30.142524,-51.128803,18,7,0.6111111111111112,NA,40
emergencia,adulto,Hospital Vila Nova,6,2020-09-27,-30.119308,-51.207744,26,20,0.23076923076923078,NA,40
emergencia,adulto,PA Bom Jesus,7,2020-09-27,-30.043194,-51.153916,7,0,1,NA,40
emergencia,adulto,PA Cruzeiro do Sul,21,2020-09-27,-30.069603,-51.216537,12,-9,1.75,NA,40
emergencia,adulto,PA Lomba do Pinheiro,0,2020-09-27,-30.110731,-51.110188,9,9,0,NA,40
emergencia,adulto,UPA Zona Norte,29,2020-09-27,-30.009546,-51.146056,17,-12,1.7058823529411764,NA,40
emergencia,pediatrico,HCPA,3,2020-09-27,-30.038435,-51.206637,9,6,0.3333333333333333,NA,40
emergencia,pediatrico,Hospital Conceição,5,2020-09-27,-30.01587,-51.158236,16,11,0.3125,NA,40
emergencia,pediatrico,Hospital Santa Casa,1,2020-09-27,-30.030803,-51.221512,11,10,0.09090909090909091,NA,40
emergencia,pediatrico,Hospital São Lucas,0,2020-09-27,-30.055122,-51.173819,4,4,0,NA,40
emergencia,pediatrico,HMIPV,8,2020-09-27,-30.029525,-51.214865,8,0,1,NA,40
emergencia,pediatrico,Hospital Restinga,1,2020-09-27,-30.142524,-51.128803,6,5,0.16666666666666666,NA,40
emergencia,pediatrico,PA Bom Jesus,0,2020-09-27,-30.043194,-51.153916,5,5,0,NA,40
emergencia,pediatrico,PA Cruzeiro do Sul,0,2020-09-27,-30.069603,-51.216537,9,9,0,NA,40
emergencia,pediatrico,PA Lomba do Pinheiro,0,2020-09-27,-30.110731,-51.110188,4,4,0,NA,40
uti,adulto,Instituto de Cardiologia,36,2020-09-27,-30.049092,-51.20903,40,4,0.9,2,40
uti,adulto,HCPA,135,2020-09-27,-30.038435,-51.206637,161,26,0.8385093167701864,69,40
uti,adulto,Hospital Conceição,73,2020-09-27,-30.01587,-51.158236,75,2,0.9733333333333334,28,40
uti,adulto,Hospital Moinhos de Vento,69,2020-09-27,-30.02552,-51.20842,69,0,1,39,40
uti,adulto,Hospital Santa Casa,98,2020-09-27,-30.030803,-51.221512,135,37,0.725925925925926,44,40
uti,adulto,Hospital São Lucas,50,2020-09-27,-30.055122,-51.173819,59,9,0.847457627118644,19,40
uti,adulto,Hospital Mãe de Deus,58,2020-09-27,-30.058845,-51.228945,60,2,0.9666666666666667,29,40
uti,adulto,Hospital Ernesto Dornelles,37,2020-09-27,-30.047509,-51.212131,40,3,0.925,15,40
uti,adulto,Hospital Divina Providência,35,2020-09-27,-30.084428,-51.18839,41,6,0.8536585365853658,12,40
uti,adulto,Hospital Porto Alegre,7,2020-09-27,-30.04475,-51.21856,8,1,0.875,2,40
uti,adulto,Hospital Cristo Redentor,31,2020-09-27,-30.010102,-51.15926,34,3,0.9117647058823529,0,40
uti,adulto,Hospital Vila Nova,19,2020-09-27,-30.119308,-51.207744,20,1,0.95,5,40
uti,adulto,HPS,19,2020-09-27,-30.036874,-51.209282,20,1,0.95,0,40
uti,adulto,HospitaL Independência,16,2020-09-27,-30.061051,-51.149073,18,2,0.8888888888888888,8,40
uti,adulto,Hospital Femina,5,2020-09-27,-30.029239,-51.206848,6,1,0.8333333333333334,0,40
uti,adulto,Hospital Restinga,15,2020-09-27,-30.142524,-51.128803,15,0,1,10,40
uti,adulto,Hospital Santa Ana,5,2020-09-27,-30.086664,-51.20689,10,5,0.5,1,40
uti,pediatrico,Hospital Santa Casa,29,2020-09-27,-30.030803,-51.221512,37,8,0.7837837837837838,0,40
uti,pediatrico,HCPA,12,2020-09-27,-30.038435,-51.206637,13,1,0.9230769230769231,1,40
uti,pediatrico,Instituto de Cardiologia,7,2020-09-27,-30.049092,-51.20903,10,3,0.7,0,40
uti,pediatrico,HPS,4,2020-09-27,-30.036874,-51.209282,8,4,0.5,0,40
uti,pediatrico,Hospital Moinhos de Vento,9,2020-09-27,-30.02552,-51.20842,11,2,0.8181818181818182,1,40
uti,pediatrico,Hospital Conceição,9,2020-09-27,-30.01587,-51.158236,18,9,0.5,0,40
uti,pediatrico,HMIPV,8,2020-09-27,-30.029525,-51.214865,12,4,0.6666666666666666,1,40
emergencia,adulto,HCPA,72,2020-09-28,-30.038435,-51.206637,41,-31,1.7560975609756098,NA,40
emergencia,adulto,Hospital Conceição,90,2020-09-28,-30.01587,-51.158236,64,-26,1.40625,NA,40
emergencia,adulto,Instituto de Cardiologia,25,2020-09-28,-30.049092,-51.20903,21,-4,1.1904761904761905,NA,40
emergencia,adulto,Hospital Santa Casa,33,2020-09-28,-30.030803,-51.221512,24,-9,1.375,NA,40
emergencia,adulto,Hospital São Lucas,21,2020-09-28,-30.055122,-51.173819,17,-4,1.2352941176470589,NA,40
emergencia,adulto,Hospital Restinga,11,2020-09-28,-30.142524,-51.128803,18,7,0.6111111111111112,NA,40
emergencia,adulto,Hospital Vila Nova,6,2020-09-28,-30.119308,-51.207744,26,20,0.23076923076923078,NA,40
emergencia,adulto,PA Bom Jesus,7,2020-09-28,-30.043194,-51.153916,7,0,1,NA,40
emergencia,adulto,PA Cruzeiro do Sul,21,2020-09-28,-30.069603,-51.216537,12,-9,1.75,NA,40
emergencia,adulto,PA Lomba do Pinheiro,0,2020-09-28,-30.110731,-51.110188,9,9,0,NA,40
emergencia,adulto,UPA Zona Norte,29,2020-09-28,-30.009546,-51.146056,17,-12,1.7058823529411764,NA,40
emergencia,pediatrico,HCPA,3,2020-09-28,-30.038435,-51.206637,9,6,0.3333333333333333,NA,40
emergencia,pediatrico,Hospital Conceição,5,2020-09-28,-30.01587,-51.158236,16,11,0.3125,NA,40
emergencia,pediatrico,Hospital Santa Casa,1,2020-09-28,-30.030803,-51.221512,11,10,0.09090909090909091,NA,40
emergencia,pediatrico,Hospital São Lucas,0,2020-09-28,-30.055122,-51.173819,4,4,0,NA,40
emergencia,pediatrico,HMIPV,8,2020-09-28,-30.029525,-51.214865,8,0,1,NA,40
emergencia,pediatrico,Hospital Restinga,1,2020-09-28,-30.142524,-51.128803,6,5,0.16666666666666666,NA,40
emergencia,pediatrico,PA Bom Jesus,0,2020-09-28,-30.043194,-51.153916,5,5,0,NA,40
