tipo,classe,local,leitos,internados,data_atualizacao,lat,long,covid,semana_epidemiologica
uti,adulto,HPS,20,17,2020-06-02,-30.036874,-51.209282,0,23
uti,adulto,HospitaL Independência,9,9,2020-06-02,-30.061051,-51.149073,0,23
uti,adulto,Hospital Femina,4,3,2020-06-02,-30.029239,-51.206848,0,23
uti,adulto,Hospital Divina Providência,20,14,2020-06-02,-30.084428,-51.18839,1,23
uti,adulto,Hospital Restinga,10,10,2020-06-02,-30.142524,-51.128803,0,23
uti,adulto,Hospital Santa Ana,10,5,2020-06-02,-30.086664,-51.20689,0,23
uti,adulto,Hospital Mãe de Deus,55,43,2020-06-02,-30.058845,-51.228945,0,23
uti,adulto,Hospital Porto Alegre,7,3,2020-06-02,-30.04475,-51.21856,0,23
uti,pediatrico,Hospital Santa Casa,37,36,2020-06-02,-30.030803,-51.221512,0,23
uti,pediatrico,HCPA,13,9,2020-06-02,-30.038435,-51.206637,0,23
uti,pediatrico,HPS,8,7,2020-06-02,-30.036874,-51.209282,0,23
uti,pediatrico,Hospital Moinhos de Vento,11,4,2020-06-02,-30.02552,-51.20842,0,23
uti,pediatrico,Hospital Conceição,18,4,2020-06-02,-30.01587,-51.158236,0,23
uti,pediatrico,HMIPV,12,5,2020-06-02,-30.029525,-51.214865,0,23
emergencia,adulto,HCPA,41,40,2020-06-03,-30.038435,-51.206637,NA,23
emergencia,adulto,Hospital Conceição,64,16,2020-06-03,-30.01587,-51.158236,NA,23
emergencia,adulto,Instituto de Cardiologia,21,24,2020-06-03,-30.049092,-51.20903,NA,23
emergencia,adulto,Hospital Santa Casa,24,18,2020-06-03,-30.030803,-51.221512,NA,23
emergencia,adulto,Hospital São Lucas,17,9,2020-06-03,-30.055122,-51.173819,NA,23
emergencia,adulto,Hospital Restinga,18,9,2020-06-03,-30.142524,-51.128803,NA,23
emergencia,adulto,Hospital Vila Nova,26,4,2020-06-03,-30.119308,-51.207744,NA,23
emergencia,adulto,PA Bom Jesus,7,8,2020-06-03,-30.043194,-51.153916,NA,23
emergencia,adulto,PA Cruzeiro do Sul,12,15,2020-06-03,-30.069603,-51.216537,NA,23
emergencia,adulto,PA Lomba do Pinheiro,9,6,2020-06-03,-30.110731,-51.110188,NA,23
emergencia,adulto,UPA Zona Norte,17,14,2020-06-03,-30.009546,-51.146056,NA,23
emergencia,pediatrico,HCPA,9,3,2020-06-03,-30.038435,-51.206637,NA,23
emergencia,pediatrico,Hospital Conceição,16,4,2020-06-03,-30.01587,-51.158236,NA,23
emergencia,pediatrico,Hospital Santa Casa,11,0,2020-06-03,-30.030803,-51.221512,NA,23
emergencia,pediatrico,Hospital São Lucas,4,0,2020-06-03,-30.055122,-51.173819,NA,23
emergencia,pediatrico,HMIPV,8,1,2020-06-03,-30.029525,-51.214865,NA,23
emergencia,pediatrico,Hospital Restinga,6,0,2020-06-03,-30.142524,-51.128803,NA,23
emergencia,pediatrico,PA Bom Jesus,5,0,2020-06-03,-30.043194,-51.153916,NA,23
emergencia,pediatrico,PA Cruzeiro do Sul,9,2,2020-06-03,-30.069603,-51.216537,NA,23
emergencia,pediatrico,PA Lomba do Pinheiro,4,0,2020-06-03,-30.110731,-51.110188,NA,23
uti,adulto,Hospital Conceição,69,60,2020-06-03,-30.01587,-51.158236,13,23
uti,adulto,HCPA,112,84,2020-06-03,-30.038435,-51.206637,20,23
uti,adulto,Hospital Santa Casa,87,77,2020-06-03,-30.030803,-51.221512,2,23
uti,adulto,Hospital São Lucas,59,47,2020-06-03,-30.055122,-51.173819,2,23
uti,adulto,Hospital Cristo Redentor,47,26,2020-06-03,-30.010102,-51.15926,0,23
uti,adulto,Hospital Moinhos de Vento,56,53,2020-06-03,-30.02552,-51.20842,4,23
uti,adulto,Hospital Ernesto Dornelles,40,28,2020-06-03,-30.047509,-51.212131,5,23
uti,adulto,Hospital Vila Nova,20,17,2020-06-03,-30.119308,-51.207744,0,23
uti,adulto,HPS,20,17,2020-06-03,-30.036874,-51.209282,0,23
uti,adulto,HospitaL Independência,10,9,2020-06-03,-30.061051,-51.149073,0,23
uti,adulto,Hospital Femina,4,3,2020-06-03,-30.029239,-51.206848,0,23
uti,adulto,Hospital Divina Providência,20,16,2020-06-03,-30.084428,-51.18839,1,23
uti,adulto,Hospital Restinga,10,10,2020-06-03,-30.142524,-51.128803,0,23
uti,adulto,Hospital Santa Ana,10,4,2020-06-03,-30.086664,-51.20689,0,23
uti,adulto,Hospital Mãe de Deus,55,37,2020-06-03,-30.058845,-51.228945,0,23
uti,adulto,Hospital Porto Alegre,7,2,2020-06-03,-30.04475,-51.21856,0,23
uti,pediatrico,Hospital Santa Casa,37,34,2020-06-03,-30.030803,-51.221512,0,23
uti,pediatrico,HCPA,13,11,2020-06-03,-30.038435,-51.206637,0,23
uti,pediatrico,HPS,8,6,2020-06-03,-30.036874,-51.209282,0,23
uti,pediatrico,Hospital Moinhos de Vento,11,4,2020-06-03,-30.02552,-51.20842,0,23
uti,pediatrico,Hospital Conceição,18,6,2020-06-03,-30.01587,-51.158236,0,23
uti,pediatrico,HMIPV,12,4,2020-06-03,-30.029525,-51.214865,0,23
emergencia,adulto,HCPA,41,42,2020-06-04,-30.038435,-51.206637,NA,23
emergencia,adulto,Hospital Conceição,64,31,2020-06-04,-30.01587,-51.158236,NA,23
emergencia,adulto,Instituto de Cardiologia,21,26,2020-06-04,-30.049092,-51.20903,NA,23
emergencia,adulto,Hospital Santa Casa,24,31,2020-06-04,-30.030803,-51.221512,NA,23
emergencia,adulto,Hospital São Lucas,17,8,2020-06-04,-30.055122,-51.173819,NA,23
emergencia,adulto,Hospital Restinga,18,12,2020-06-04,-30.142524,-51.128803,NA,23
emergencia,adulto,Hospital Vila Nova,26,7,2020-06-04,-30.119308,-51.207744,NA,23
emergencia,adulto,PA Bom Jesus,7,9,2020-06-04,-30.043194,-51.153916,NA,23
emergencia,adulto,PA Cruzeiro do Sul,12,11,2020-06-04,-30.069603,-51.216537,NA,23
emergencia,adulto,PA Lomba do Pinheiro,9,6,2020-06-04,-30.110731,-51.110188,NA,23
emergencia,adulto,UPA Zona Norte,17,13,2020-06-04,-30.009546,-51.146056,NA,23
emergencia,pediatrico,HCPA,9,4,2020-06-04,-30.038435,-51.206637,NA,23
emergencia,pediatrico,Hospital Conceição,16,7,2020-06-04,-30.01587,-51.158236,NA,23
emergencia,pediatrico,Hospital Santa Casa,11,1,2020-06-04,-30.030803,-51.221512,NA,23
emergencia,pediatrico,Hospital São Lucas,4,0,2020-06-04,-30.055122,-51.173819,NA,23
emergencia,pediatrico,HMIPV,8,2,2020-06-04,-30.029525,-51.214865,NA,23
emergencia,pediatrico,Hospital Restinga,6,0,2020-06-04,-30.142524,-51.128803,NA,23
emergencia,pediatrico,PA Bom Jesus,5,1,2020-06-04,-30.043194,-51.153916,NA,23
emergencia,pediatrico,PA Cruzeiro do Sul,9,2,2020-06-04,-30.069603,-51.216537,NA,23
emergencia,pediatrico,PA Lomba do Pinheiro,4,0,2020-06-04,-30.110731,-51.110188,NA,23
uti,adulto,Hospital Conceição,69,61,2020-06-04,-30.01587,-51.158236,13,23
uti,adulto,HCPA,112,76,2020-06-04,-30.038435,-51.206637,17,23
uti,adulto,Hospital Santa Casa,87,75,2020-06-04,-30.030803,-51.221512,2,23
uti,adulto,Hospital São Lucas,59,45,2020-06-04,-30.055122,-51.173819,1,23
uti,adulto,Hospital Cristo Redentor,47,28,2020-06-04,-30.010102,-51.15926,0,23
uti,adulto,Hospital Moinhos de Vento,56,52,2020-06-04,-30.02552,-51.20842,6,23
uti,adulto,Hospital Ernesto Dornelles,40,29,2020-06-04,-30.047509,-51.212131,5,23
uti,adulto,Hospital Vila Nova,20,18,2020-06-04,-30.119308,-51.207744,0,23
uti,adulto,HPS,20,18,2020-06-04,-30.036874,-51.209282,0,23
uti,adulto,HospitaL Independência,10,8,2020-06-04,-30.061051,-51.149073,0,23
uti,adulto,Hospital Femina,4,2,2020-06-04,-30.029239,-51.206848,0,23
uti,adulto,Hospital Divina Providência,20,13,2020-06-04,-30.084428,-51.18839,0,23
uti,adulto,Hospital Restinga,10,10,2020-06-04,-30.142524,-51.128803,0,23
uti,adulto,Hospital Santa Ana,10,7,2020-06-04,-30.086664,-51.20689,0,23
uti,adulto,Hospital Mãe de Deus,55,43,2020-06-04,-30.058845,-51.228945,0,23
uti,adulto,Hospital Porto Alegre,7,1,2020-06-04,-30.04475,-51.21856,0,23
uti,pediatrico,Hospital Santa Casa,37,34,2020-06-04,-30.030803,-51.221512,0,23
uti,pediatrico,HCPA,13,9,2020-06-04,-30.038435,-51.206637,0,23
uti,pediatrico,HPS,8,6,2020-06-04,-30.036874,-51.209282,0,23
uti,pediatrico,Hospital Moinhos de Vento,11,4,2020-06-04,-30.02552,-51.20842,0,23
uti,pediatrico,Hospital Conceição,18,6,2020-06-04,-30.01587,-51.158236,0,23
uti,pediatrico,HMIPV,12,4,2020-06-04,-30.029525,-51.214865,0,23
emergencia,adulto,HCPA,41,45,2020-06-05,-30.038435,-51.206637,NA,23
emergencia,adulto,Hospital Conceição,64,28,2020-06-05,-30.01587,-51.158236,NA,23
emergencia,adulto,Instituto de Cardiologia,21,18,2020-06-05,-30.049092,-51.20903,NA,23
emergencia,adulto,Hospital Santa Casa,24,14,2020-06-05,-30.030803,-51.221512,NA,23
emergencia,adulto,Hospital São Lucas,17,7,2020-06-05,-30.055122,-51.173819,NA,23
emergencia,adulto,Hospital Restinga,18,5,2020-06-05,-30.142524,-51.128803,NA,23
emergencia,adulto,Hospital Vila Nova,26,5,2020-06-05,-30.119308,-51.207744,NA,23
emergencia,adulto,PA Bom Jesus,7,10,2020-06-05,-30.043194,-51.153916,NA,23
emergencia,adulto,PA Cruzeiro do Sul,12,14,2020-06-05,-30.069603,-51.216537,NA,23
emergencia,adulto,PA Lomba do Pinheiro,9,9,2020-06-05,-30.110731,-51.110188,NA,23
emergencia,adulto,UPA Zona Norte,17,17,2020-06-05,-30.009546,-51.146056,NA,23
emergencia,pediatrico,HCPA,9,4,2020-06-05,-30.038435,-51.206637,NA,23
emergencia,pediatrico,Hospital Conceição,16,6,2020-06-05,-30.01587,-51.158236,NA,23
emergencia,pediatrico,Hospital Santa Casa,11,1,2020-06-05,-30.030803,-51.221512,NA,23
emergencia,pediatrico,Hospital São Lucas,4,0,2020-06-05,-30.055122,-51.173819,NA,23
emergencia,pediatrico,HMIPV,8,4,2020-06-05,-30.029525,-51.214865,NA,23
emergencia,pediatrico,Hospital Restinga,6,0,2020-06-05,-30.142524,-51.128803,NA,23
emergencia,pediatrico,PA Bom Jesus,5,1,2020-06-05,-30.043194,-51.153916,NA,23
emergencia,pediatrico,PA Cruzeiro do Sul,9,1,2020-06-05,-30.069603,-51.216537,NA,23
emergencia,pediatrico,PA Lomba do Pinheiro,4,1,2020-06-05,-30.110731,-51.110188,NA,23
uti,adulto,Hospital Conceição,69,58,2020-06-05,-30.01587,-51.158236,14,23
uti,adulto,HCPA,112,76,2020-06-05,-30.038435,-51.206637,17,23
uti,adulto,Hospital Santa Casa,87,67,2020-06-05,-30.030803,-51.221512,4,23
uti,adulto,Hospital São Lucas,59,46,2020-06-05,-30.055122,-51.173819,1,23
uti,adulto,Hospital Cristo Redentor,47,29,2020-06-05,-30.010102,-51.15926,0,23
uti,adulto,Hospital Moinhos de Vento,56,51,2020-06-05,-30.02552,-51.20842,5,23
uti,adulto,Hospital Ernesto Dornelles,40,28,2020-06-05,-30.047509,-51.212131,5,23
uti,adulto,Hospital Vila Nova,20,19,2020-06-05,-30.119308,-51.207744,0,23
uti,adulto,HPS,20,18,2020-06-05,-30.036874,-51.209282,0,23
uti,adulto,HospitaL Independência,10,9,2020-06-05,-30.061051,-51.149073,0,23
uti,adulto,Hospital Femina,4,2,2020-06-05,-30.029239,-51.206848,0,23
uti,adulto,Hospital Divina Providência,20,15,2020-06-05,-30.084428,-51.18839,0,23
uti,adulto,Hospital Restinga,10,10,2020-06-05,-30.142524,-51.128803,0,23
uti,adulto,Hospital Santa Ana,10,7,2020-06-05,-30.086664,-51.20689,0,23
uti,adulto,Hospital Mãe de Deus,55,43,2020-06-05,-30.058845,-51.228945,0,23
uti,adulto,Hospital Porto Alegre,7,4,2020-06-05,-30.04475,-51.21856,0,23
uti,pediatrico,Hospital Santa Casa,37,36,2020-06-05,-30.030803,-51.221512,0,23
uti,pediatrico,HCPA,13,11,2020-06-05,-30.038435,-51.206637,0,23
uti,pediatrico,HPS,8,4,2020-06-05,-30.036874,-51.209282,0,23
uti,pediatrico,Hospital Moinhos de Vento,11,4,2020-06-05,-30.02552,-51.20842,0,23
uti,pediatrico,Hospital Conceição,18,8,2020-06-05,-30.01587,-51.158236,0,23
uti,pediatrico,HMIPV,12,4,2020-06-05,-30.029525,-51.214865,0,23
emergencia,adulto,HCPA,41,45,2020-06-06,-30.038435,-51.206637,NA,23
emergencia,adulto,Hospital Conceição,64,28,2020-06-06,-30.01587,-51.158236,NA,23
emergencia,adulto,Instituto de Cardiologia,21,18,2020-06-06,-30.049092,-51.20903,NA,23
emergencia,adulto,Hospital Santa Casa,24,14,2020-06-06,-30.030803,-51.221512,NA,23
emergencia,adulto,Hospital São Lucas,17,7,2020-06-06,-30.055122,-51.173819,NA,23
emergencia,adulto,Hospital Restinga,18,5,2020-06-06,-30.142524,-51.128803,NA,23
emergencia,adulto,Hospital Vila Nova,26,5,2020-06-06,-30.119308,-51.207744,NA,23
emergencia,adulto,PA Bom Jesus,7,10,2020-06-06,-30.043194,-51.153916,NA,23
emergencia,adulto,PA Cruzeiro do Sul,12,14,2020-06-06,-30.069603,-51.216537,NA,23
emergencia,adulto,PA Lomba do Pinheiro,9,9,2020-06-06,-30.110731,-51.110188,NA,23
emergencia,adulto,UPA Zona Norte,17,17,2020-06-06,-30.009546,-51.146056,NA,23
emergencia,pediatrico,HCPA,9,4,2020-06-06,-30.038435,-51.206637,NA,23
emergencia,pediatrico,Hospital Conceição,16,6,2020-06-06,-30.01587,-51.158236,NA,23
emergencia,pediatrico,Hospital Santa Casa,11,1,2020-06-06,-30.030803,-51.221512,NA,23
emergencia,pediatrico,Hospital São Lucas,4,0,2020-06-06,-30.055122,-51.173819,NA,23
emergencia,pediatrico,HMIPV,8,4,2020-06-06,-30.029525,-51.214865,NA,23
emergencia,pediatrico,Hospital Restinga,6,0,2020-06-06,-30.142524,-51.128803,NA,23
emergencia,pediatrico,PA Bom Jesus,5,1,2020-06-06,-30.043194,-51.153916,NA,23
emergencia,pediatrico,PA Cruzeiro do Sul,9,1,2020-06-06,-30.069603,-51.216537,NA,23
emergencia,pediatrico,PA Lomba do Pinheiro,4,1,2020-06-06,-30.110731,-51.110188,NA,23
uti,adulto,Hospital Conceição,69,58,2020-06-06,-30.01587,-51.158236,14,23
uti,adulto,HCPA,112,76,2020-06-06,-30.038435,-51.206637,17,23
uti,adulto,Hospital Santa Casa,87,67,2020-06-06,-30.030803,-51.221512,4,23
uti,adulto,Hospital São Lucas,59,46,2020-06-06,-30.055122,-51.173819,1,23
uti,adulto,Hospital Cristo Redentor,47,29,2020-06-06,-30.010102,-51.15926,0,23
uti,adulto,Hospital Moinhos de Vento,56,51,2020-06-06,-30.02552,-51.20842,5,23
uti,adulto,Hospital Ernesto Dornelles,40,28,2020-06-06,-30.047509,-51.212131,5,23
uti,adulto,Hospital Vila Nova,20,19,2020-06-06,-30.119308,-51.207744,0,23
uti,adulto,HPS,20,18,2020-06-06,-30.036874,-51.209282,0,23
uti,adulto,HospitaL Independência,10,9,2020-06-06,-30.061051,-51.149073,0,23
uti,adulto,Hospital Femina,4,2,2020-06-06,-30.029239,-51.206848,0,23
uti,adulto,Hospital Divina Providência,20,15,2020-06-06,-30.084428,-51.18839,0,23
uti,adulto,Hospital Restinga,10,10,2020-06-06,-30.142524,-51.128803,0,23
uti,adulto,Hospital Santa Ana,10,7,2020-06-06,-30.086664,-51.20689,0,23
uti,adulto,Hospital Mãe de Deus,55,43,2020-06-06,-30.058845,-51.228945,0,23
uti,adulto,Hospital Porto Alegre,7,4,2020-06-06,-30.04475,-51.21856,0,23
uti,pediatrico,Hospital Santa Casa,37,36,2020-06-06,-30.030803,-51.221512,0,23
uti,pediatrico,HCPA,13,11,2020-06-06,-30.038435,-51.206637,0,23
uti,pediatrico,HPS,8,4,2020-06-06,-30.036874,-51.209282,0,23
uti,pediatrico,Hospital Moinhos de Vento,11,4,2020-06-06,-30.02552,-51.20842,0,23
uti,pediatrico,Hospital Conceição,18,8,2020-06-06,-30.01587,-51.158236,0,23
uti,pediatrico,HMIPV,12,4,2020-06-06,-30.029525,-51.214865,0,23
emergencia,adulto,HCPA,41,22,2020-06-07,-30.038435,-51.206637,NA,24
emergencia,adulto,Hospital Conceição,64,55,2020-06-07,-30.01587,-51.158236,NA,24
emergencia,adulto,Instituto de Cardiologia,21,19,2020-06-07,-30.049092,-51.20903,NA,24
emergencia,adulto,Hospital Santa Casa,24,16,2020-06-07,-30.030803,-51.221512,NA,24
emergencia,adulto,Hospital São Lucas,17,9,2020-06-07,-30.055122,-51.173819,NA,24
emergencia,adulto,Hospital Restinga,18,14,2020-06-07,-30.142524,-51.128803,NA,24
emergencia,adulto,Hospital Vila Nova,26,6,2020-06-07,-30.119308,-51.207744,NA,24
emergencia,adulto,PA Bom Jesus,7,8,2020-06-07,-30.043194,-51.153916,NA,24
emergencia,adulto,PA Cruzeiro do Sul,12,13,2020-06-07,-30.069603,-51.216537,NA,24
emergencia,adulto,PA Lomba do Pinheiro,9,6,2020-06-07,-30.110731,-51.110188,NA,24
emergencia,adulto,UPA Zona Norte,17,13,2020-06-07,-30.009546,-51.146056,NA,24
emergencia,pediatrico,HCPA,9,4,2020-06-07,-30.038435,-51.206637,NA,24
emergencia,pediatrico,Hospital Conceição,16,2,2020-06-07,-30.01587,-51.158236,NA,24
emergencia,pediatrico,Hospital Santa Casa,11,4,2020-06-07,-30.030803,-51.221512,NA,24
emergencia,pediatrico,Hospital São Lucas,4,0,2020-06-07,-30.055122,-51.173819,NA,24
emergencia,pediatrico,HMIPV,8,4,2020-06-07,-30.029525,-51.214865,NA,24
emergencia,pediatrico,Hospital Restinga,6,0,2020-06-07,-30.142524,-51.128803,NA,24
emergencia,pediatrico,PA Bom Jesus,5,1,2020-06-07,-30.043194,-51.153916,NA,24
emergencia,pediatrico,PA Cruzeiro do Sul,9,1,2020-06-07,-30.069603,-51.216537,NA,24
emergencia,pediatrico,PA Lomba do Pinheiro,4,0,2020-06-07,-30.110731,-51.110188,NA,24
uti,adulto,Hospital Conceição,69,59,2020-06-07,-30.01587,-51.158236,17,24
uti,adulto,HCPA,112,82,2020-06-07,-30.038435,-51.206637,21,24
uti,adulto,Hospital Santa Casa,87,77,2020-06-07,-30.030803,-51.221512,3,24
uti,adulto,Hospital São Lucas,59,50,2020-06-07,-30.055122,-51.173819,2,24
uti,adulto,Hospital Cristo Redentor,47,29,2020-06-07,-30.010102,-51.15926,0,24
uti,adulto,Hospital Moinhos de Vento,56,50,2020-06-07,-30.02552,-51.20842,6,24
uti,adulto,Hospital Ernesto Dornelles,40,31,2020-06-07,-30.047509,-51.212131,4,24
uti,adulto,Hospital Vila Nova,20,16,2020-06-07,-30.119308,-51.207744,0,24
uti,adulto,HPS,20,20,2020-06-07,-30.036874,-51.209282,0,24
uti,adulto,HospitaL Independência,10,9,2020-06-07,-30.061051,-51.149073,0,24
uti,adulto,Hospital Femina,6,1,2020-06-07,-30.029239,-51.206848,0,24
uti,adulto,Hospital Divina Providência,16,14,2020-06-07,-30.084428,-51.18839,0,24
uti,adulto,Hospital Restinga,10,10,2020-06-07,-30.142524,-51.128803,0,24
uti,adulto,Hospital Santa Ana,10,5,2020-06-07,-30.086664,-51.20689,0,24
uti,adulto,Hospital Mãe de Deus,50,46,2020-06-07,-30.058845,-51.228945,1,24
uti,adulto,Hospital Porto Alegre,7,5,2020-06-07,-30.04475,-51.21856,0,24
uti,pediatrico,Hospital Santa Casa,37,33,2020-06-07,-30.030803,-51.221512,0,24
uti,pediatrico,HCPA,13,7,2020-06-07,-30.038435,-51.206637,0,24
uti,pediatrico,HPS,8,4,2020-06-07,-30.036874,-51.209282,0,24
uti,pediatrico,Hospital Moinhos de Vento,11,5,2020-06-07,-30.02552,-51.20842,0,24
uti,pediatrico,Hospital Conceição,18,5,2020-06-07,-30.01587,-51.158236,0,24
uti,pediatrico,HMIPV,12,4,2020-06-07,-30.029525,-51.214865,0,24
emergencia,adulto,HCPA,41,37,2020-06-08,-30.038435,-51.206637,NA,24
emergencia,adulto,Hospital Conceição,64,38,2020-06-08,-30.01587,-51.158236,NA,24
emergencia,adulto,Instituto de Cardiologia,21,28,2020-06-08,-30.049092,-51.20903,NA,24
emergencia,adulto,Hospital Santa Casa,24,16,2020-06-08,-30.030803,-51.221512,NA,24
emergencia,adulto,Hospital São Lucas,17,13,2020-06-08,-30.055122,-51.173819,NA,24
emergencia,adulto,Hospital Restinga,18,16,2020-06-08,-30.142524,-51.128803,NA,24
emergencia,adulto,Hospital Vila Nova,26,5,2020-06-08,-30.119308,-51.207744,NA,24
emergencia,adulto,PA Bom Jesus,7,12,2020-06-08,-30.043194,-51.153916,NA,24
emergencia,adulto,PA Cruzeiro do Sul,12,8,2020-06-08,-30.069603,-51.216537,NA,24
emergencia,adulto,PA Lomba do Pinheiro,9,8,2020-06-08,-30.110731,-51.110188,NA,24
emergencia,adulto,UPA Zona Norte,17,27,2020-06-08,-30.009546,-51.146056,NA,24
emergencia,pediatrico,HCPA,9,1,2020-06-08,-30.038435,-51.206637,NA,24
emergencia,pediatrico,Hospital Conceição,16,4,2020-06-08,-30.01587,-51.158236,NA,24
emergencia,pediatrico,Hospital Santa Casa,11,1,2020-06-08,-30.030803,-51.221512,NA,24
emergencia,pediatrico,Hospital São Lucas,4,0,2020-06-08,-30.055122,-51.173819,NA,24
emergencia,pediatrico,HMIPV,8,4,2020-06-08,-30.029525,-51.214865,NA,24
emergencia,pediatrico,Hospital Restinga,6,0,2020-06-08,-30.142524,-51.128803,NA,24
emergencia,pediatrico,PA Bom Jesus,5,0,2020-06-08,-30.043194,-51.153916,NA,24
emergencia,pediatrico,PA Cruzeiro do Sul,9,3,2020-06-08,-30.069603,-51.216537,NA,24
emergencia,pediatrico,PA Lomba do Pinheiro,4,0,2020-06-08,-30.110731,-51.110188,NA,24
uti,adulto,Hospital Conceição,69,59,2020-06-08,-30.01587,-51.158236,17,24
uti,adulto,HCPA,112,74,2020-06-08,-30.038435,-51.206637,24,24
uti,adulto,Hospital Santa Casa,87,65,2020-06-08,-30.030803,-51.221512,3,24
uti,adulto,Hospital São Lucas,59,45,2020-06-08,-30.055122,-51.173819,2,24
uti,adulto,Hospital Cristo Redentor,29,29,2020-06-08,-30.010102,-51.15926,0,24
uti,adulto,Hospital Moinhos de Vento,56,48,2020-06-08,-30.02552,-51.20842,9,24
uti,adulto,Hospital Ernesto Dornelles,40,35,2020-06-08,-30.047509,-51.212131,4,24
uti,adulto,Hospital Vila Nova,20,15,2020-06-08,-30.119308,-51.207744,0,24
uti,adulto,HPS,20,19,2020-06-08,-30.036874,-51.209282,0,24
uti,adulto,HospitaL Independência,10,8,2020-06-08,-30.061051,-51.149073,0,24
uti,adulto,Hospital Femina,6,2,2020-06-08,-30.029239,-51.206848,0,24
uti,adulto,Hospital Divina Providência,16,13,2020-06-08,-30.084428,-51.18839,1,24
uti,adulto,Hospital Restinga,10,9,2020-06-08,-30.142524,-51.128803,0,24
uti,adulto,Hospital Santa Ana,10,6,2020-06-08,-30.086664,-51.20689,0,24
uti,adulto,Hospital Mãe de Deus,50,45,2020-06-08,-30.058845,-51.228945,1,24
uti,adulto,Hospital Porto Alegre,7,5,2020-06-08,-30.04475,-51.21856,1,24
uti,pediatrico,Hospital Santa Casa,37,30,2020-06-08,-30.030803,-51.221512,0,24
uti,pediatrico,HCPA,13,7,2020-06-08,-30.038435,-51.206637,0,24
uti,pediatrico,HPS,8,5,2020-06-08,-30.036874,-51.209282,0,24
uti,pediatrico,Hospital Moinhos de Vento,11,4,2020-06-08,-30.02552,-51.20842,0,24
uti,pediatrico,Hospital Conceição,18,7,2020-06-08,-30.01587,-51.158236,0,24
uti,pediatrico,HMIPV,12,6,2020-06-08,-30.029525,-51.214865,0,24
emergencia,adulto,HCPA,41,25,2020-06-09,-30.038435,-51.206637,NA,24
emergencia,adulto,Hospital Conceição,64,26,2020-06-09,-30.01587,-51.158236,NA,24
emergencia,adulto,Instituto de Cardiologia,21,18,2020-06-09,-30.049092,-51.20903,NA,24
emergencia,adulto,Hospital Santa Casa,24,18,2020-06-09,-30.030803,-51.221512,NA,24
emergencia,adulto,Hospital São Lucas,17,13,2020-06-09,-30.055122,-51.173819,NA,24
emergencia,adulto,Hospital Restinga,18,4,2020-06-09,-30.142524,-51.128803,NA,24
emergencia,adulto,Hospital Vila Nova,26,6,2020-06-09,-30.119308,-51.207744,NA,24
emergencia,adulto,PA Bom Jesus,7,0,2020-06-09,-30.043194,-51.153916,NA,24
emergencia,adulto,PA Cruzeiro do Sul,12,12,2020-06-09,-30.069603,-51.216537,NA,24
emergencia,adulto,PA Lomba do Pinheiro,9,3,2020-06-09,-30.110731,-51.110188,NA,24
emergencia,adulto,UPA Zona Norte,17,17,2020-06-09,-30.009546,-51.146056,NA,24
emergencia,pediatrico,HCPA,9,3,2020-06-09,-30.038435,-51.206637,NA,24
emergencia,pediatrico,Hospital Conceição,16,5,2020-06-09,-30.01587,-51.158236,NA,24
emergencia,pediatrico,Hospital Santa Casa,11,3,2020-06-09,-30.030803,-51.221512,NA,24
emergencia,pediatrico,Hospital São Lucas,4,0,2020-06-09,-30.055122,-51.173819,NA,24
emergencia,pediatrico,HMIPV,8,6,2020-06-09,-30.029525,-51.214865,NA,24
emergencia,pediatrico,Hospital Restinga,6,0,2020-06-09,-30.142524,-51.128803,NA,24
emergencia,pediatrico,PA Bom Jesus,5,2,2020-06-09,-30.043194,-51.153916,NA,24
emergencia,pediatrico,PA Cruzeiro do Sul,9,1,2020-06-09,-30.069603,-51.216537,NA,24
emergencia,pediatrico,PA Lomba do Pinheiro,4,0,2020-06-09,-30.110731,-51.110188,NA,24
uti,adulto,Hospital Conceição,75,62,2020-06-09,-30.01587,-51.158236,15,24
uti,adulto,HCPA,112,78,2020-06-09,-30.038435,-51.206637,24,24
uti,adulto,Hospital Santa Casa,87,63,2020-06-09,-30.030803,-51.221512,5,24
uti,adulto,Hospital São Lucas,59,49,2020-06-09,-30.055122,-51.173819,2,24
uti,adulto,Hospital Cristo Redentor,29,29,2020-06-09,-30.010102,-51.15926,0,24
uti,adulto,Hospital Moinhos de Vento,56,49,2020-06-09,-30.02552,-51.20842,8,24
uti,adulto,Hospital Ernesto Dornelles,40,35,2020-06-09,-30.047509,-51.212131,3,24
uti,adulto,Hospital Vila Nova,20,18,2020-06-09,-30.119308,-51.207744,0,24
uti,adulto,HPS,20,18,2020-06-09,-30.036874,-51.209282,0,24
uti,adulto,HospitaL Independência,10,9,2020-06-09,-30.061051,-51.149073,0,24
uti,adulto,Hospital Femina,6,2,2020-06-09,-30.029239,-51.206848,0,24
uti,adulto,Hospital Divina Providência,16,15,2020-06-09,-30.084428,-51.18839,1,24
uti,adulto,Hospital Restinga,10,9,2020-06-09,-30.142524,-51.128803,0,24
uti,adulto,Hospital Santa Ana,10,5,2020-06-09,-30.086664,-51.20689,0,24
uti,adulto,Hospital Mãe de Deus,50,44,2020-06-09,-30.058845,-51.228945,1,24
uti,adulto,Hospital Porto Alegre,7,5,2020-06-09,-30.04475,-51.21856,1,24
uti,pediatrico,Hospital Santa Casa,37,35,2020-06-09,-30.030803,-51.221512,0,24
