tipo,classe,local,leitos,internados,data_atualizacao,lat,long,covid
emergencia,adulto,Instituto de Cardiologia,21,15,2020-04-15,-30.049092,-51.20903,NA
emergencia,adulto,Hospital Santa Casa,24,16,2020-04-15,-30.030803,-51.221512,NA
emergencia,adulto,Hospital São Lucas,17,2,2020-04-15,-30.055122,-51.173819,NA
emergencia,adulto,Hospital Restinga,18,15,2020-04-15,-30.142524,-51.128803,NA
emergencia,adulto,Hospital Vila Nova,26,9,2020-04-15,-30.119308,-51.207744,NA
emergencia,adulto,PA Bom Jesus,7,5,2020-04-15,-30.043194,-51.153916,NA
emergencia,adulto,PA Cruzeiro do Sul,12,0,2020-04-15,-30.069603,-51.216537,NA
emergencia,adulto,PA Lomba do Pinheiro,9,7,2020-04-15,-30.110731,-51.110188,NA
emergencia,adulto,UPA Zona Norte,17,6,2020-04-15,-30.009546,-51.146056,NA
emergencia,pediatrico,HCPA,9,4,2020-04-15,-30.038435,-51.206637,NA
emergencia,pediatrico,Hospital Conceição,16,1,2020-04-15,-30.01587,-51.158236,NA
emergencia,pediatrico,Hospital Santa Casa,11,2,2020-04-15,-30.030803,-51.221512,NA
emergencia,pediatrico,Hospital São Lucas,4,0,2020-04-15,-30.055122,-51.173819,NA
emergencia,pediatrico,HMIPV,9,1,2020-04-15,-30.029525,-51.214865,NA
emergencia,pediatrico,Hospital Restinga,6,1,2020-04-15,-30.142524,-51.128803,NA
emergencia,pediatrico,PA Bom Jesus,5,0,2020-04-15,-30.043194,-51.153916,NA
emergencia,pediatrico,PA Cruzeiro do Sul,9,0,2020-04-15,-30.069603,-51.216537,NA
emergencia,pediatrico,PA Lomba do Pinheiro,4,1,2020-04-15,-30.110731,-51.110188,NA
uti,adulto,Hospital Conceição,69,47,2020-04-15,-30.01587,-51.158236,6
uti,adulto,HCPA,82,34,2020-04-15,-30.038435,-51.206637,6
uti,adulto,Hospital Santa Casa,87,70,2020-04-15,-30.030803,-51.221512,1
uti,adulto,Hospital São Lucas,59,39,2020-04-15,-30.055122,-51.173819,1
uti,adulto,Hospital Cristo Redentor,43,20,2020-04-15,-30.010102,-51.15926,0
uti,adulto,Hospital Moinhos de Vento,56,40,2020-04-15,-30.02552,-51.20842,15
uti,adulto,Hospital Ernesto Dornelles,20,15,2020-04-15,-30.047509,-51.212131,4
uti,adulto,Hospital Vila Nova,20,18,2020-04-15,-30.119308,-51.207744,0
uti,adulto,HPS,20,11,2020-04-15,-30.036874,-51.209282,0
uti,adulto,HospitaL Independência,10,8,2020-04-15,-30.061051,-51.149073,0
uti,adulto,Hospital Femina,4,0,2020-04-15,-30.029239,-51.206848,0
uti,adulto,Hospital Divina Providência,16,9,2020-04-15,-30.084428,-51.18839,2
uti,adulto,Hospital Restinga,10,10,2020-04-15,-30.142524,-51.128803,0
uti,adulto,Hospital Santa Ana,10,5,2020-04-15,-30.086664,-51.20689,0
uti,adulto,Hospital Mãe de Deus,50,30,2020-04-15,-30.058845,-51.228945,3
uti,pediatrico,Hospital Santa Casa,37,37,2020-04-15,-30.030803,-51.221512,0
uti,pediatrico,Hospital São Lucas,12,4,2020-04-15,-30.055122,-51.173819,0
uti,pediatrico,HCPA,13,9,2020-04-15,-30.038435,-51.206637,1
uti,pediatrico,HPS,8,3,2020-04-15,-30.036874,-51.209282,0
uti,pediatrico,Hospital Moinhos de Vento,11,5,2020-04-15,-30.02552,-51.20842,0
uti,pediatrico,Hospital Conceição,18,5,2020-04-15,-30.01587,-51.158236,0
uti,pediatrico,HMIPV,6,2,2020-04-15,-30.029525,-51.214865,0
emergencia,adulto,HCPA,41,21,2020-04-16,-30.038435,-51.206637,NA
emergencia,adulto,Hospital Conceição,64,39,2020-04-16,-30.01587,-51.158236,NA
emergencia,adulto,Instituto de Cardiologia,21,19,2020-04-16,-30.049092,-51.20903,NA
emergencia,adulto,Hospital Santa Casa,24,11,2020-04-16,-30.030803,-51.221512,NA
emergencia,adulto,Hospital São Lucas,17,3,2020-04-16,-30.055122,-51.173819,NA
emergencia,adulto,Hospital Restinga,18,6,2020-04-16,-30.142524,-51.128803,NA
emergencia,adulto,Hospital Vila Nova,26,9,2020-04-16,-30.119308,-51.207744,NA
emergencia,adulto,PA Bom Jesus,7,0,2020-04-16,-30.043194,-51.153916,NA
emergencia,adulto,PA Cruzeiro do Sul,12,6,2020-04-16,-30.069603,-51.216537,NA
emergencia,adulto,PA Lomba do Pinheiro,9,7,2020-04-16,-30.110731,-51.110188,NA
emergencia,adulto,UPA Zona Norte,17,9,2020-04-16,-30.009546,-51.146056,NA
emergencia,pediatrico,HCPA,9,3,2020-04-16,-30.038435,-51.206637,NA
emergencia,pediatrico,Hospital Conceição,16,4,2020-04-16,-30.01587,-51.158236,NA
emergencia,pediatrico,Hospital Santa Casa,11,1,2020-04-16,-30.030803,-51.221512,NA
emergencia,pediatrico,Hospital São Lucas,4,0,2020-04-16,-30.055122,-51.173819,NA
emergencia,pediatrico,HMIPV,9,2,2020-04-16,-30.029525,-51.214865,NA
emergencia,pediatrico,Hospital Restinga,6,0,2020-04-16,-30.142524,-51.128803,NA
emergencia,pediatrico,PA Bom Jesus,5,0,2020-04-16,-30.043194,-51.153916,NA
emergencia,pediatrico,PA Cruzeiro do Sul,9,0,2020-04-16,-30.069603,-51.216537,NA
emergencia,pediatrico,PA Lomba do Pinheiro,4,4,2020-04-16,-30.110731,-51.110188,NA
uti,adulto,Hospital Conceição,69,50,2020-04-16,-30.01587,-51.158236,5
uti,adulto,HCPA,82,51,2020-04-16,-30.038435,-51.206637,6
uti,adulto,Hospital Santa Casa,87,69,2020-04-16,-30.030803,-51.221512,2
uti,adulto,Hospital São Lucas,59,42,2020-04-16,-30.055122,-51.173819,1
uti,adulto,Hospital Cristo Redentor,47,23,2020-04-16,-30.010102,-51.15926,0
uti,adulto,Hospital Moinhos de Vento,56,44,2020-04-16,-30.02552,-51.20842,15
uti,adulto,Hospital Ernesto Dornelles,20,13,2020-04-16,-30.047509,-51.212131,5
uti,adulto,Hospital Vila Nova,20,16,2020-04-16,-30.119308,-51.207744,0
uti,adulto,HPS,20,8,2020-04-16,-30.036874,-51.209282,0
uti,adulto,HospitaL Independência,10,10,2020-04-16,-30.061051,-51.149073,0
uti,adulto,Hospital Femina,4,1,2020-04-16,-30.029239,-51.206848,0
uti,adulto,Hospital Divina Providência,16,9,2020-04-16,-30.084428,-51.18839,2
uti,adulto,Hospital Restinga,10,10,2020-04-16,-30.142524,-51.128803,0
uti,adulto,Hospital Santa Ana,10,7,2020-04-16,-30.086664,-51.20689,0
uti,adulto,Hospital Mãe de Deus,50,30,2020-04-16,-30.058845,-51.228945,3
uti,pediatrico,Hospital Santa Casa,37,36,2020-04-16,-30.030803,-51.221512,0
uti,pediatrico,Hospital São Lucas,12,4,2020-04-16,-30.055122,-51.173819,0
uti,pediatrico,HCPA,13,10,2020-04-16,-30.038435,-51.206637,1
uti,pediatrico,HPS,8,4,2020-04-16,-30.036874,-51.209282,0
uti,pediatrico,Hospital Moinhos de Vento,11,4,2020-04-16,-30.02552,-51.20842,0
uti,pediatrico,Hospital Conceição,18,8,2020-04-16,-30.01587,-51.158236,0
uti,pediatrico,HMIPV,6,3,2020-04-16,-30.029525,-51.214865,0
